No,Attributes
7612,-1:word.lower():1306
7613,+1:word.lower():accesories
7614,word.lower():accesories
7615,word[:3]:Acc
7616,word.lower():drive
7617,-1:word.lower():drive
7618,+1:word.lower():pc/mac
7619,word.lower():pc/mac
7620,word[-3:]:Mac
7621,word[-2:]:ac
7622,word[:3]:PC/
7623,-1:word.lower():pc/mac
7624,+1:word.lower():headphone
7625,word.lower():headphone
7626,word[:3]:hea
7627,word[:2]:he
7628,-1:word.lower():headphone
7629,word[-3:]:Hp
7630,word[-2:]:Hp
7631,word[:3]:Hp
7632,word[:2]:Hp
7633,+1:word.lower():802
7634,word.lower():802
7635,word[-3:]:802
7636,word[:3]:802
7637,-1:word.lower():802
7638,word[:3]:sma
7639,word[:2]:sm
7640,+1:word.lower():orijinal
7641,word.lower():orijinal
7642,word[:3]:ori
7643,word[:2]:or
7644,+1:word.lower():iphone
7645,word.lower():iphone
7646,word[:3]:iPh
7647,word[:2]:iP
7648,+1:word.lower():5/5s
7649,word.lower():5/5s
7650,word[-3:]:/5s
7651,word[:3]:5/5
7652,word[:2]:5/
7653,-1:word.lower():iphone
7654,-1:word.lower():5/5s
7655,+1:word.lower():tough
7656,word.lower():tough
7657,word[-3:]:ugh
7658,-1:word.lower():tough
7659,+1:word.lower():champagne
7660,word.lower():champagne
7661,word[-3:]:gne
7662,-1:word.lower():champagne
7663,word.lower():alba
7664,word[-3:]:lba
7665,word[-2:]:ba
7666,word[:3]:Alb
7667,-1:word.lower():alba
7668,+1:word.lower():ah7c02
7669,word.lower():ah7c02
7670,word[-3:]:C02
7671,word[:3]:AH7
7672,word[:2]:AH
7673,+1:word.lower():wall
7674,word.lower():wall
7675,+1:word.lower():clock
7676,word.lower():clock
7677,word[:3]:clo
7678,-1:word.lower():wall
7679,+1:word.lower():agnar
7680,word.lower():agnar
7681,word[-3:]:NAR
7682,word[-2:]:AR
7683,word[:3]:AGN
7684,word[:2]:AG
7685,-1:word.lower():clock
7686,+1:word.lower():30cm
7687,word.lower():30cm
7688,word[-3:]:0cm
7689,word[:3]:30c
7690,-1:word.lower():agnar
7691,+1:word.lower():wine
7692,word.lower():wine
7693,word[:3]:win
7694,-1:word.lower():30cm
7695,+1:word.lower():theme
7696,word.lower():theme
7697,word[-3:]:eme
7698,-1:word.lower():wine
7699,+1:word.lower():mdf
7700,word.lower():mdf
7701,word[-3:]:MDF
7702,word[-2:]:DF
7703,word[:3]:MDF
7704,word[:2]:MD
7705,-1:word.lower():theme
7706,word.lower():perawatan
7707,-1:word.lower():perawatan
7708,+1:word.lower():terbaik
7709,word.lower():terbaik
7710,word[-3:]:aik
7711,+1:word.lower():kaminomoto
7712,word.lower():kaminomoto
7713,-1:word.lower():terbaik
7714,-1:word.lower():kaminomoto
7715,+1:word.lower():care
7716,word.lower():care
7717,word.lower():hijacket
7718,word[:3]:HIJ
7719,-1:word.lower():hijacket
7720,+1:word.lower():hj4
7721,word.lower():hj4
7722,word[-3:]:HJ4
7723,word[-2:]:J4
7724,word[:3]:HJ4
7725,word[:2]:HJ
7726,word.lower():0647
7727,word[-3:]:647
7728,word[-2:]:47
7729,word[:3]:064
7730,+1:word.lower():romper
7731,word.lower():romper
7732,word[:3]:Rom
7733,-1:word.lower():0647
7734,+1:word.lower():short
7735,word.lower():short
7736,-1:word.lower():romper
7737,+1:word.lower():vest
7738,word.lower():vest
7739,word[:3]:Ves
7740,-1:word.lower():short
7741,-1:word.lower():vest
7742,+1:word.lower():6-12
7743,word.lower():6-12
7744,word[-3:]:-12
7745,word[:3]:6-1
7746,word[:2]:6-
7747,+1:word.lower():bulan
7748,word.lower():bulan
7749,word[-3:]:lan
7750,word[:3]:Bul
7751,-1:word.lower():6-12
7752,word.lower():alarm
7753,word[-3:]:arm
7754,+1:word.lower():kalender
7755,word.lower():kalender
7756,word[:3]:kal
7757,-1:word.lower():alarm
7758,-1:word.lower():kalender
7759,+1:word.lower():relogio
7760,word.lower():relogio
7761,word[:3]:Rel
7762,+1:word.lower():masculino
7763,word.lower():masculino
7764,-1:word.lower():relogio
7765,+1:word.lower():olahraga
7766,word.lower():olahraga
7767,word[-3:]:aga
7768,word[:3]:ola
7769,word[:2]:ol
7770,-1:word.lower():masculino
7771,-1:word.lower():olahraga
7772,word.lower():storage
7773,"+1:word.lower():classifiers</enamex>,"
7774,"word.lower():classifiers</enamex>,"
7775,"word[-3:]:X>,"
7776,"word[-2:]:>,"
7777,word[:3]:Cla
7778,-1:word.lower():storage
7779,+1:word.lower():laundry
7780,word.lower():laundry
7781,word[-3:]:dry
7782,word[:3]:Lau
7783,"-1:word.lower():classifiers</enamex>,"
7784,+1:word.lower():baskets
7785,word.lower():baskets
7786,word[-3:]:ets
7787,-1:word.lower():laundry
7788,"+1:word.lower():offices,"
7789,"word.lower():offices,"
7790,"word[-3:]:es,"
7791,"word[-2:]:s,"
7792,-1:word.lower():baskets
7793,"+1:word.lower():bedrooms,"
7794,"word.lower():bedrooms,"
7795,"word[-3:]:ms,"
7796,word[:3]:Bed
7797,"-1:word.lower():offices,"
7798,"+1:word.lower():closets,"
7799,"word.lower():closets,"
7800,"word[-3:]:ts,"
7801,"-1:word.lower():bedrooms,"
7802,word.lower():348
7803,word[-3:]:348
7804,word[-2:]:48
7805,word[:3]:348
7806,word[:2]:34
7807,-1:word.lower():348
7808,word.lower():voucher
7809,word[:3]:Vou
7810,word[:2]:Vo
7811,+1:word.lower():pulsa
7812,-1:word.lower():voucher
7813,+1:word.lower():tri
7814,word.lower():tri
7815,word[-3:]:tri
7816,word[:3]:tri
7817,word[:2]:tr
7818,+1:word.lower():three
7819,word.lower():three
7820,word[:3]:thr
7821,-1:word.lower():tri
7822,word[-3:]:isi
7823,word[:3]:isi
7824,word[:2]:is
7825,-1:word.lower():three
7826,+1:word.lower():10rb
7827,word.lower():10rb
7828,word[-3:]:0rb
7829,word[-2:]:rb
7830,word[:3]:10r
7831,word.lower():cmp
7832,word[-3:]:CMP
7833,word[:3]:CMP
7834,word[:2]:CM
7835,+1:word.lower():hwi
7836,word.lower():hwi
7837,word[-3:]:HWI
7838,word[-2:]:WI
7839,word[:3]:HWI
7840,word[:2]:HW
7841,-1:word.lower():cmp
7842,-1:word.lower():hwi
7843,+1:word.lower():ipad
7844,word.lower():ipad
7845,word[:3]:iPa
7846,-1:word.lower():ipad
7847,+1:word.lower():retina
7848,word.lower():retina
7849,word[:3]:Ret
7850,+1:word.lower():wifi
7851,word.lower():wifi
7852,word[-3:]:ifi
7853,word[-2:]:fi
7854,word[:3]:Wif
7855,-1:word.lower():retina
7856,word[-3:]:6Gb
7857,word[-2:]:Gb
7858,-1:word.lower():wifi
7859,-1:word.lower():16gb
7860,+1:word.lower():tam
7861,word.lower():tam
7862,word[:3]:TAM
7863,word.lower():malissa
7864,word[-3:]:ssa
7865,+1:word.lower():kiss
7866,word.lower():kiss
7867,word[:3]:Kis
7868,-1:word.lower():malissa
7869,-1:word.lower():kiss
7870,+1:word.lower():me
7871,word.lower():me
7872,word[-3:]:Me
7873,word[-2:]:Me
7874,word[:3]:Me
7875,-1:word.lower():me
7876,+1:word.lower():15ml
7877,word.lower():15ml
7878,word[:3]:15m
7879,-1:word.lower():15ml
7880,+1:word.lower():sauce
7881,word.lower():sauce
7882,word[-3:]:uce
7883,word[:3]:Sau
7884,+1:word.lower():barbeque
7885,word.lower():barbeque
7886,-1:word.lower():sauce
7887,+1:word.lower():asapbbq
7888,word.lower():asapbbq
7889,word[-3:]:bbq
7890,word[-2:]:bq
7891,-1:word.lower():barbeque
7892,+1:word.lower():smoke
7893,-1:word.lower():asapbbq
7894,word.lower():boli
7895,word[-3:]:oli
7896,+1:word.lower():rscw-6008
7897,word.lower():rscw-6008
7898,word[-3:]:008
7899,word[:3]:RSC
7900,word[:2]:RS
7901,-1:word.lower():boli
7902,-1:word.lower():rscw-6008
7903,+1:word.lower():cukur
7904,word.lower():cukur
7905,word[-3:]:kur
7906,word[:3]:Cuk
7907,+1:word.lower():bulu
7908,word.lower():bulu
7909,-1:word.lower():cukur
7910,+1:word.lower():kumis
7911,word.lower():kumis
7912,word[-3:]:mis
7913,word[:3]:Kum
7914,-1:word.lower():bulu
7915,+1:word.lower():jenggot
7916,word.lower():jenggot
7917,word[-3:]:got
7918,word[:3]:Jen
7919,-1:word.lower():kumis
7920,+1:word.lower():marine
7921,word.lower():marine
7922,-1:word.lower():marine
7923,word.lower():spiral
7924,+1:word.lower():potato
7925,word.lower():potato
7926,word[-3:]:ato
7927,word[:3]:Pot
7928,-1:word.lower():spiral
7929,+1:word.lower():silcer
7930,word.lower():silcer
7931,-1:word.lower():potato
7932,+1:word.lower():i
7933,word.lower():i
7934,word[-3:]:I
7935,word[-2:]:I
7936,word[:3]:I
7937,word[:2]:I
7938,-1:word.lower():silcer
7939,-1:word.lower():i
7940,+1:word.lower():pengiris
7941,word.lower():pengiris
7942,+1:word.lower():kentang
7943,word.lower():kentang
7944,-1:word.lower():pengiris
7945,+1:word.lower():spiral
7946,-1:word.lower():kentang
7947,word.lower():aiueo
7948,word[-3:]:UEO
7949,word[-2:]:EO
7950,word[:3]:AIU
7951,+1:word.lower():teflon
7952,word.lower():teflon
7953,word[:3]:Tef
7954,-1:word.lower():aiueo
7955,-1:word.lower():teflon
7956,+1:word.lower():stick
7957,word.lower():stick
7958,+1:word.lower():frying
7959,word.lower():frying
7960,word[:3]:Fry
7961,-1:word.lower():stick
7962,+1:word.lower():fry
7963,word.lower():fry
7964,word[-3:]:Fry
7965,-1:word.lower():frying
7966,word[-3:]:Pan
7967,-1:word.lower():fry
7968,+1:word.lower():wajan
7969,word.lower():wajan
7970,-1:word.lower():wajan
7971,+1:word.lower():lens
7972,word.lower():lens
7973,word[-3:]:ens
7974,word[:3]:fis
7975,-1:word.lower():lens
7976,word[-3:]:eye
7977,word[:3]:eye
7978,word[:2]:ey
7979,word[:3]:3in
7980,word[:2]:3i
7981,word.lower():sprei
7982,word[-3:]:rei
7983,word[:3]:Spr
7984,+1:word.lower():california
7985,word.lower():california
7986,word[:3]:Cal
7987,-1:word.lower():sprei
7988,+1:word.lower():motif
7989,word.lower():motif
7990,-1:word.lower():california
7991,+1:word.lower():naraya
7992,word.lower():naraya
7993,word[:3]:NAR
7994,word[:2]:NA
7995,-1:word.lower():motif
7996,+1:word.lower():king
7997,word.lower():king
7998,-1:word.lower():naraya
7999,-1:word.lower():king
8000,+1:word.lower():180
8001,word.lower():180
8002,word[:3]:180
8003,word[:2]:18
8004,+1:word.lower():x
8005,word.lower():x
8006,word[-3:]:x
8007,word[-2:]:x
8008,word[:3]:x
8009,word[:2]:x
8010,-1:word.lower():180
8011,+1:word.lower():200
8012,word.lower():200
8013,word[-3:]:200
8014,word[:3]:200
8015,-1:word.lower():x
8016,+1:word.lower():cm
8017,word.lower():cm
8018,word[-3:]:cm
8019,word[:3]:cm
8020,word[:2]:cm
8021,-1:word.lower():200
8022,word.lower():carger
8023,word.lower():kazel
8024,word[-3:]:zel
8025,word[:3]:Kaz
8026,+1:word.lower():bodysuit
8027,word.lower():bodysuit
8028,-1:word.lower():kazel
8029,+1:word.lower():girl
8030,word.lower():girl
8031,word[-3:]:irl
8032,-1:word.lower():bodysuit
8033,word.lower():huion
8034,word[:3]:Hui
8035,+1:word.lower():gt-185
8036,word.lower():gt-185
8037,word[-3:]:185
8038,word[-2:]:85
8039,-1:word.lower():huion
8040,+1:word.lower():18.5
8041,word.lower():18.5
8042,word[-3:]:8.5
8043,word[:3]:18.
8044,-1:word.lower():gt-185
8045,-1:word.lower():18.5
8046,+1:word.lower():graphic
8047,word.lower():graphic
8048,-1:word.lower():graphic
8049,+1:word.lower():tablet
8050,+1:word.lower():monitor
8051,word.lower():monitor
8052,+1:word.lower():register
8053,word.lower():register
8054,+1:word.lower():casio
8055,-1:word.lower():register
8056,+1:word.lower():se
8057,word.lower():se
8058,word[-3:]:SE
8059,word[:3]:SE
8060,+1:word.lower():s10
8061,word.lower():s10
8062,word[-3:]:S10
8063,word[:3]:S10
8064,word[:2]:S1
8065,-1:word.lower():se
8066,+1:word.lower():diskon
8067,word[-3:]:kon
8068,-1:word.lower():s10
8069,word.lower():dial
8070,-1:word.lower():dial
8071,+1:word.lower():stell
8072,word.lower():stell
8073,+1:word.lower():band
8074,word.lower():band
8075,-1:word.lower():stell
8076,+1:word.lower():sc-rt-8010l-tgl-gw
8077,word.lower():sc-rt-8010l-tgl-gw
8078,word[-3:]:-GW
8079,word[:3]:SC-
8080,word[:2]:SC
8081,-1:word.lower():band
8082,word[-3:]:OLD
8083,word[:3]:GOL
8084,-1:word.lower():sc-rt-8010l-tgl-gw
8085,+1:word.lower():-detikbawah
8086,word.lower():-detikbawah
8087,word[-3:]:wah
8088,word[:3]:-De
8089,word[:2]:-D
8090,word.lower():unik!
8091,word[-3:]:IK!
8092,word[-2:]:K!
8093,+1:word.lower():stok
8094,word.lower():stok
8095,word[-3:]:TOK
8096,word[-2:]:OK
8097,word[:3]:STO
8098,-1:word.lower():unik!
8099,+1:word.lower():terbatas!
8100,word.lower():terbatas!
8101,word[-3:]:AS!
8102,word[-2:]:S!
8103,-1:word.lower():stok
8104,-1:word.lower():terbatas!
8105,+1:word.lower():kodok
8106,word.lower():kodok
8107,word[-3:]:dok
8108,+1:word.lower():doraemon
8109,word.lower():doraemon
8110,word[:3]:Dor
8111,-1:word.lower():kodok
8112,+1:word.lower():3-9
8113,word.lower():3-9
8114,word[-3:]:3-9
8115,word[-2:]:-9
8116,word[:3]:3-9
8117,-1:word.lower():doraemon
8118,-1:word.lower():3-9
8119,+1:word.lower():stempower
8120,word.lower():stempower
8121,-1:word.lower():stempower
8122,+1:word.lower():trial
8123,word.lower():trial
8124,+1:word.lower():1ml
8125,word.lower():1ml
8126,word[-3:]:1ml
8127,word[:3]:1ml
8128,word[:2]:1m
8129,-1:word.lower():trial
8130,+1:word.lower():member
8131,word.lower():member
8132,word[-3:]:BER
8133,word[:3]:MEM
8134,word[:2]:ME
8135,-1:word.lower():1ml
8136,-1:word.lower():member
8137,+1:word.lower():skii
8138,word.lower():skii
8139,word[-3:]:KII
8140,word[:3]:SKI
8141,word[:3]:Jel
8142,+1:word.lower():gamat
8143,word.lower():gamat
8144,word[-3:]:mat
8145,-1:word.lower():gamat
8146,+1:word.lower():morgen
8147,word.lower():morgen
8148,word[-3:]:GEN
8149,word[:3]:MOR
8150,+1:word.lower():mgo
8151,word.lower():mgo
8152,word[-3:]:MGO
8153,word[:3]:MGO
8154,word[:2]:MG
8155,-1:word.lower():morgen
8156,+1:word.lower():3803d
8157,word.lower():3803d
8158,word[-3:]:03D
8159,word[:3]:380
8160,word[:2]:38
8161,-1:word.lower():mgo
8162,-1:word.lower():3803d
8163,+1:word.lower():absen
8164,word.lower():absen
8165,word[:3]:Abs
8166,+1:word.lower():absensi
8167,word.lower():absensi
8168,-1:word.lower():absen
8169,+1:word.lower():sidik
8170,word.lower():sidik
8171,word[-3:]:dik
8172,word[:3]:Sid
8173,-1:word.lower():absensi
8174,+1:word.lower():jari
8175,word.lower():jari
8176,word[:3]:Jar
8177,-1:word.lower():sidik
8178,+1:word.lower():fingerprint
8179,word.lower():fingerprint
8180,word[-3:]:int
8181,-1:word.lower():jari
8182,-1:word.lower():fingerprint
8183,word.lower():yellow
8184,word[-3:]:low
8185,word[:3]:Yel
8186,+1:word.lower():raflesia
8187,word.lower():raflesia
8188,word[:3]:Raf
8189,-1:word.lower():yellow
8190,+1:word.lower():bengkulu
8191,word.lower():bengkulu
8192,-1:word.lower():raflesia
8193,-1:word.lower():bengkulu
8194,word[-3:]:HOT
8195,word[-2:]:OT
8196,word[:3]:HOT
8197,word[:2]:HO
8198,+1:word.lower():sharper
8199,word.lower():sharper
8200,+1:word.lower():suit
8201,word.lower():suit
8202,word[-3:]:UIT
8203,word[:3]:SUI
8204,-1:word.lower():sharper
8205,-1:word.lower():suit
8206,+1:word.lower():peramping
8207,word.lower():peramping
8208,+1:word.lower():dada
8209,word.lower():dada
8210,word[-3:]:ada
8211,word[:3]:dad
8212,-1:word.lower():peramping
8213,+1:word.lower():tp
8214,word.lower():tp
8215,word[-3:]:TP
8216,word[-2:]:TP
8217,word[:3]:TP
8218,+1:word.lower():link
8219,word.lower():link
8220,-1:word.lower():tp
8221,+1:word.lower():nc200
8222,word.lower():nc200
8223,word[:3]:NC2
8224,word[:2]:NC
8225,-1:word.lower():link
8226,-1:word.lower():nc200
8227,-1:word.lower():cloud
8228,+1:word.lower():wi
8229,word.lower():wi
8230,word[-3:]:Wi
8231,word[-2:]:Wi
8232,word[:3]:Wi
8233,+1:word.lower():fi
8234,word.lower():fi
8235,word[-3:]:Fi
8236,word[-2:]:Fi
8237,word[:3]:Fi
8238,-1:word.lower():wi
8239,-1:word.lower():fi
8240,word.lower():andoer
8241,word[-3:]:oer
8242,word[:3]:And
8243,+1:word.lower():cdr2
8244,word.lower():cdr2
8245,word[-3:]:DR2
8246,word[-2:]:R2
8247,word[:3]:CDR
8248,-1:word.lower():andoer
8249,-1:word.lower():cdr2
8250,"+1:word.lower():3.0"""
8251,"word.lower():3.0"""
8252,"word[-3:]:.0"""
8253,"word[-2:]:0"""
8254,word[:3]:3.0
8255,word.lower():4r
8256,word[-3:]:4R
8257,word[-2:]:4R
8258,word[:3]:4R
8259,word[:2]:4R
8260,+1:word.lower():picture
8261,word.lower():picture
8262,word[:3]:Pic
8263,-1:word.lower():4r
8264,+1:word.lower():album
8265,word.lower():album
8266,word[-3:]:bum
8267,-1:word.lower():picture
8268,-1:word.lower():album
8269,+1:word.lower():photo
8270,word.lower():photo
8271,-1:word.lower():photo
8272,+1:word.lower():storage
8273,word.lower():noe
8274,word[-3:]:NOE
8275,word[-2:]:OE
8276,word[:3]:NOE
8277,-1:word.lower():noe
8278,+1:word.lower():enlargement
8279,word.lower():enlargement
8280,word[:3]:Enl
8281,+1:word.lower():alami
8282,word.lower():alami
8283,word[-3:]:ami
8284,-1:word.lower():enlargement
8285,+1:word.lower():herbal
8286,word.lower():herbal
8287,word[-3:]:bal
8288,-1:word.lower():alami
8289,+1:word.lower():tanpa
8290,word.lower():tanpa
8291,word[-3:]:npa
8292,word[-2:]:pa
8293,-1:word.lower():herbal
8294,-1:word.lower():tanpa
8295,+1:word.lower():kimia
8296,word.lower():kimia
8297,word[-3:]:mia
8298,word[:3]:kim
8299,word[:3]:KHU
8300,word[:2]:KH
8301,-1:word.lower():kimia
8302,+1:word.lower():idaman
8303,word.lower():idaman
8304,word[:3]:ida
8305,word[:2]:id
8306,-1:word.lower():idaman
8307,word.lower():acold
8308,word[:3]:Aco
8309,+1:word.lower():jas
8310,-1:word.lower():acold
8311,+1:word.lower():eksklusif
8312,word.lower():eksklusif
8313,word[-3:]:sif
8314,+1:word.lower():ra03
8315,word.lower():ra03
8316,word[-3:]:A03
8317,word[:3]:RA0
8318,-1:word.lower():eksklusif
8319,-1:word.lower():ra03
8320,+1:word.lower():raincoat
8321,word.lower():raincoat
8322,word[-3:]:oat
8323,word[:3]:rai
8324,word[-3:]:bag
8325,word[:3]:bag
8326,-1:word.lower():raincoat
8327,+1:word.lower():selai
8328,word.lower():selai
8329,word[-3:]:lai
8330,+1:word.lower():palleta
8331,word.lower():palleta
8332,word[-3:]:eta
8333,word[:3]:Pal
8334,-1:word.lower():selai
8335,+1:word.lower():5kg
8336,word.lower():5kg
8337,word[-3:]:5kg
8338,word[:3]:5kg
8339,word[:2]:5k
8340,-1:word.lower():palleta
8341,word.lower():david
8342,word[-3:]:vid
8343,word[:3]:Dav
8344,+1:word.lower():beckham
8345,word.lower():beckham
8346,word[-3:]:ham
8347,word[:3]:Bec
8348,-1:word.lower():david
8349,-1:word.lower():beckham
8350,+1:word.lower():intense
8351,word.lower():intense
8352,word[-3:]:nse
8353,+1:word.lower():parfum
8354,-1:word.lower():intense
8355,+1:word.lower():kw1-ori
8356,word.lower():kw1-ori
8357,word[:3]:KW1
8358,word[:2]:KW
8359,word[:3]:Sin
8360,-1:word.lower():kw1-ori
8361,+1:word.lower():snoring
8362,word.lower():snoring
8363,word[:3]:sno
8364,word[:2]:sn
8365,-1:word.lower():snoring
8366,+1:word.lower():dengkur
8367,word.lower():dengkur
8368,word.lower():fujifilm
8369,word[-3:]:ilm
8370,word[-2:]:lm
8371,word[:3]:Fuj
8372,-1:word.lower():fujifilm
8373,+1:word.lower():instax
8374,word.lower():instax
8375,word[-3:]:tax
8376,word[:3]:ins
8377,+1:word.lower():wide
8378,word.lower():wide
8379,word[-3:]:IDE
8380,word[-2:]:DE
8381,word[:3]:WID
8382,-1:word.lower():instax
8383,word[:3]:spe
8384,-1:word.lower():wide
8385,-1:word.lower():spesial
8386,word[:3]:IPH
8387,word[:2]:IP
8388,-1:word.lower():32gb
8389,+1:word.lower():distributor
8390,word.lower():distributor
8391,-1:word.lower():distributor
8392,+1:word.lower():tahun
8393,word.lower():tahun
8394,word[-3:]:HUN
8395,+1:word.lower():aetos
8396,word.lower():aetos
8397,word[-3:]:TOS
8398,word[:3]:AET
8399,word[:2]:AE
8400,+1:word.lower():krypton
8401,word.lower():krypton
8402,word[-3:]:TON
8403,word[:3]:KRY
8404,word[:2]:KR
8405,-1:word.lower():aetos
8406,+1:word.lower():813188
8407,word.lower():813188
8408,word[:3]:813
8409,word[:2]:81
8410,-1:word.lower():krypton
8411,word.lower():ndpets
8412,word[:3]:NDp
8413,+1:word.lower():kandang
8414,word.lower():kandang
8415,word[:3]:Kan
8416,-1:word.lower():ndpets
8417,+1:word.lower():burung
8418,word.lower():burung
8419,word[:3]:Bur
8420,-1:word.lower():kandang
8421,+1:word.lower():/kucing
8422,word.lower():/kucing
8423,word[:3]:/Ku
8424,word[:2]:/K
8425,-1:word.lower():burung
8426,+1:word.lower():kitten
8427,word.lower():kitten
8428,word[-3:]:ten
8429,-1:word.lower():/kucing
8430,+1:word.lower():smart
8431,word.lower():smart
8432,-1:word.lower():kitten
8433,-1:word.lower():smart
8434,+1:word.lower():ungu
8435,word.lower():ungu
8436,word[-3:]:ngu
8437,word[-2:]:gu
8438,word[:3]:Ung
8439,word.lower():180g
8440,word[-3:]:80g
8441,-1:word.lower():180g
8442,word.lower():kualitas
8443,word[:3]:KUA
8444,+1:word.lower():istimewa
8445,word.lower():istimewa
8446,word[-3:]:EWA
8447,word[-2:]:WA
8448,word[:3]:IST
8449,-1:word.lower():kualitas
8450,-1:word.lower():istimewa
8451,word.lower():axora
8452,word[-3:]:ORA
8453,word[:3]:AXO
8454,word[:2]:AX
8455,-1:word.lower():axora
8456,+1:word.lower():18k
8457,word.lower():18k
8458,word[-3:]:18K
8459,word[-2:]:8K
8460,word[:3]:18K
8461,-1:word.lower():18k
8462,+1:word.lower():plated
8463,word.lower():plated
8464,+1:word.lower():tn0065
8465,word.lower():tn0065
8466,word[-3:]:065
8467,word[-2:]:65
8468,word[:3]:TN0
8469,word[:2]:TN
8470,-1:word.lower():plated
8471,-1:word.lower():tn0065
8472,+1:word.lower():shipping
8473,word.lower():shipping
8474,word[:3]:SHI
8475,+1:word.lower():!!!
8476,word.lower():!!!
8477,word[-3:]:!!!
8478,word[-2:]:!!
8479,word[:3]:!!!
8480,word[:2]:!!
8481,-1:word.lower():shipping
8482,word.lower():aq-601
8483,word[-3:]:601
8484,word[-2:]:01
8485,word[:3]:AQ-
8486,word[:2]:AQ
8487,+1:word.lower():12-hole
8488,word.lower():12-hole
8489,word[-3:]:ole
8490,word[:3]:12-
8491,-1:word.lower():aq-601
8492,+1:word.lower():magnetic
8493,word.lower():magnetic
8494,word[:3]:Mag
8495,-1:word.lower():12-hole
8496,+1:word.lower():sound
8497,word.lower():sound
8498,word[:3]:Sou
8499,-1:word.lower():magnetic
8500,+1:word.lower():hole
8501,word.lower():hole
8502,-1:word.lower():sound
8503,+1:word.lower():guitar
8504,word.lower():guitar
8505,-1:word.lower():hole
8506,+1:word.lower():pickup
