word,word[-3],word[-2],word.isdigit,pos,all-ascii,next-word,next-word[-3],next-word[-2],next-word.isdigit,next-pos,next-next-word,next-next-word[-3],next-next-word[-2],next-next-word.isdigit,nextnextpos,prev-word,prev-word[-3],prev-word[-2],prev-word.isdigit,prev-pos,prev-prev-word,prev-prev-word[-3],prev-prev-word[-2],prev-prev-word.isdigit,prev-prev-pos,prev-iob,all-caps,capitalized,prev-all-caps,prev-capitalized,next-all-caps,next-capitalized,label
Ritsleting,ing,ng,False,NNP,True,Ganda,nda,da,False,NNP,Motif,tif,if,False,NNP,Penyimpanan,nan,an,False,NNP,Kotak,tak,ak,False,NN,I-TYPE,True,True,True,True,True,True,O
Ganda,nda,da,False,NNP,True,Motif,tif,if,False,NNP,Helly,lly,ly,False,NNP,Ritsleting,ing,ng,False,NNP,Penyimpanan,nan,an,False,NNP,O,True,True,True,True,True,True,O
Motif,tif,if,False,NNP,True,Helly,lly,ly,False,NNP,Kitty,tty,ty,False,NNP,Ganda,nda,da,False,NNP,Ritsleting,ing,ng,False,NNP,O,True,True,True,True,True,True,O
Helly,lly,ly,False,NNP,True,Kitty,tty,ty,False,NNP,Sja,Sja,ja,False,NNP,Motif,tif,if,False,NNP,Ganda,nda,da,False,NNP,O,True,True,True,True,True,True,B-THEME
Kitty,tty,ty,False,NNP,True,Sja,Sja,ja,False,NNP,Sj5011263,263,63,False,NNP,Helly,lly,ly,False,NNP,Motif,tif,if,False,NNP,B-THEME,True,True,True,True,True,True,I-THEME
Sja,Sja,ja,False,NNP,True,Sj5011263,263,63,False,NNP,[END1],[END1],[END1],False,[END1],Kitty,tty,ty,False,NNP,Helly,lly,ly,False,NNP,I-THEME,True,True,True,True,True,True,O
Sj5011263,263,63,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Sja,Sja,ja,False,NNP,Kitty,tty,ty,False,NNP,O,True,True,True,True,True,True,O
[JF11125],25],5],False,CD,True,Kaos,aos,os,False,NNP,Blouse,use,se,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,False,False,False,False,False,O
Kaos,aos,os,False,NNP,True,Blouse,use,se,False,NNP,Lengan,gan,an,False,NNP,[JF11125],25],5],False,CD,[START1],[START1],[START1],False,[START1],O,True,True,False,False,False,False,B-TYPE
Blouse,use,se,False,NNP,True,Lengan,gan,an,False,NNP,Panjang,ang,ng,False,NNP,Kaos,aos,os,False,NNP,[JF11125],25],5],False,CD,B-TYPE,True,True,True,True,True,True,I-TYPE
Lengan,gan,an,False,NNP,True,Panjang,ang,ng,False,NNP,Bahan,han,an,False,NNP,Blouse,use,se,False,NNP,Kaos,aos,os,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Panjang,ang,ng,False,NNP,True,Bahan,han,an,False,NNP,Spandex,dex,ex,False,NNP,Lengan,gan,an,False,NNP,Blouse,use,se,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Bahan,han,an,False,NNP,True,Spandex,dex,ex,False,NNP,Korea,rea,ea,False,NNP,Panjang,ang,ng,False,NNP,Lengan,gan,an,False,NNP,I-TYPE,True,True,True,True,True,True,O
Spandex,dex,ex,False,NNP,True,Korea,rea,ea,False,NNP,[END1],[END1],[END1],False,[END1],Bahan,han,an,False,NNP,Panjang,ang,ng,False,NNP,O,True,True,True,True,True,True,B-MATERIAL
Korea,rea,ea,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Spandex,dex,ex,False,NNP,Bahan,han,an,False,NNP,B-MATERIAL,True,True,True,True,True,True,O
Charger,ger,er,False,FW,True,usb,usb,sb,False,FW,1,1,1,True,CD,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
usb,usb,sb,False,FW,True,1,1,1,True,CD,kabel,bel,el,False,NN,Charger,ger,er,False,FW,[START1],[START1],[START1],False,[START1],B-TYPE,False,False,True,True,True,True,B-TYPE
1,1,1,True,CD,True,kabel,bel,el,False,NN,Putih,tih,ih,False,NNP,usb,usb,sb,False,FW,Charger,ger,er,False,FW,B-TYPE,True,False,False,False,False,False,I-TYPE
kabel,bel,el,False,NN,True,Putih,tih,ih,False,NNP,[END1],[END1],[END1],False,[END1],1,1,1,True,CD,usb,usb,sb,False,FW,I-TYPE,False,False,True,False,True,False,I-TYPE
Putih,tih,ih,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],kabel,bel,el,False,NN,1,1,1,True,CD,I-TYPE,True,True,False,False,False,False,B-COLOR
Senter,ter,er,False,NNP,True,Police,ice,ce,False,NNP,Mini,ini,ni,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Police,ice,ce,False,NNP,True,Mini,ini,ni,False,NNP,Hitam,tam,am,False,NNP,Senter,ter,er,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,B-BRAND
Mini,ini,ni,False,NNP,True,Hitam,tam,am,False,NNP,[END1],[END1],[END1],False,[END1],Police,ice,ce,False,NNP,Senter,ter,er,False,NNP,B-BRAND,True,True,True,True,True,True,O
Hitam,tam,am,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Mini,ini,ni,False,NNP,Police,ice,ce,False,NNP,O,True,True,True,True,True,True,B-COLOR
Partisi,isi,si,False,NNP,True,Geser,ser,er,False,NNP,Gantungan,gan,an,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Geser,ser,er,False,NNP,True,Gantungan,gan,an,False,NNP,Baju,aju,ju,False,NNP,Partisi,isi,si,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,I-TYPE
Gantungan,gan,an,False,NNP,True,Baju,aju,ju,False,NNP,5-Lubang,ang,ng,False,CD,Geser,ser,er,False,NNP,Partisi,isi,si,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Baju,aju,ju,False,NNP,True,5-Lubang,ang,ng,False,CD,Gantungan,gan,an,False,NNP,Gantungan,gan,an,False,NNP,Geser,ser,er,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
5-Lubang,ang,ng,False,CD,True,Gantungan,gan,an,False,NNP,Hanger,ger,er,False,NNP,Baju,aju,ju,False,NNP,Gantungan,gan,an,False,NNP,I-TYPE,False,False,True,True,True,True,I-TYPE
Gantungan,gan,an,False,NNP,True,Hanger,ger,er,False,NNP,Baju,aju,ju,False,NNP,5-Lubang,ang,ng,False,CD,Baju,aju,ju,False,NNP,I-TYPE,True,True,False,False,False,False,B-TYPE
Hanger,ger,er,False,NNP,True,Baju,aju,ju,False,NNP,[END1],[END1],[END1],False,[END1],Gantungan,gan,an,False,NNP,5-Lubang,ang,ng,False,CD,B-TYPE,True,True,True,True,True,True,B-TYPE
Baju,aju,ju,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Hanger,ger,er,False,NNP,Gantungan,gan,an,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Infinix,nix,ix,False,NNP,True,X556,556,56,False,NNP,Hot,Hot,ot,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
X556,556,56,False,NNP,True,Hot,Hot,ot,False,NNP,4,4,4,True,CD,Infinix,nix,ix,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,B-NAME
Hot,Hot,ot,False,NNP,True,4,4,4,True,CD,Pro,Pro,ro,False,NNP,X556,556,56,False,NNP,Infinix,nix,ix,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
4,4,4,True,CD,True,Pro,Pro,ro,False,NNP,"5.5""",".5""","5""",False,CD,Hot,Hot,ot,False,NNP,X556,556,56,False,NNP,I-NAME,True,False,True,True,True,True,I-NAME
Pro,Pro,ro,False,NNP,True,"5.5""",".5""","5""",False,CD,2GB,2GB,GB,False,CD,4,4,4,True,CD,Hot,Hot,ot,False,NNP,I-NAME,True,True,True,False,True,False,I-NAME
"5.5""",".5""","5""",False,CD,True,2GB,2GB,GB,False,CD,ROM,ROM,OM,False,NN,Pro,Pro,ro,False,NNP,4,4,4,True,CD,I-NAME,True,False,True,True,True,True,B-SIZE
2GB,2GB,GB,False,CD,True,ROM,ROM,OM,False,NN,16GB,6GB,GB,False,CD,"5.5""",".5""","5""",False,CD,Pro,Pro,ro,False,NNP,B-SIZE,False,False,True,False,True,False,B-RAM
ROM,ROM,OM,False,NN,True,16GB,6GB,GB,False,CD,Garansi,nsi,si,False,NNP,2GB,2GB,GB,False,CD,"5.5""",".5""","5""",False,CD,B-RAM,False,True,False,False,False,False,O
16GB,6GB,GB,False,CD,True,Garansi,nsi,si,False,NNP,[END1],[END1],[END1],False,[END1],ROM,ROM,OM,False,NN,2GB,2GB,GB,False,CD,O,False,False,False,True,False,True,B-STORAGE
Garansi,nsi,si,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],16GB,6GB,GB,False,CD,ROM,ROM,OM,False,NN,B-STORAGE,True,True,False,False,False,False,O
Boneka,eka,ka,False,NNP,True,PAW,PAW,AW,False,NNP,PATROL,ROL,OL,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
PAW,PAW,AW,False,NNP,True,PATROL,ROL,OL,False,NNP,Nickelodeon,eon,on,False,NNP,Boneka,eka,ka,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,True,True,True,True,B-THEME
PATROL,ROL,OL,False,NNP,True,Nickelodeon,eon,on,False,NNP,Toys,oys,ys,False,NNP,PAW,PAW,AW,False,NNP,Boneka,eka,ka,False,NNP,B-THEME,False,True,False,True,False,True,I-THEME
Nickelodeon,eon,on,False,NNP,True,Toys,oys,ys,False,NNP,Boneka,eka,ka,False,NNP,PATROL,ROL,OL,False,NNP,PAW,PAW,AW,False,NNP,I-THEME,True,True,False,True,False,True,B-THEME
Toys,oys,ys,False,NNP,True,Boneka,eka,ka,False,NNP,Lucu,ucu,cu,False,NNP,Nickelodeon,eon,on,False,NNP,PATROL,ROL,OL,False,NNP,B-THEME,True,True,True,True,True,True,B-TYPE
Boneka,eka,ka,False,NNP,True,Lucu,ucu,cu,False,NNP,Baterai,rai,ai,False,NNP,Toys,oys,ys,False,NNP,Nickelodeon,eon,on,False,NNP,B-TYPE,True,True,True,True,True,True,B-TYPE
Lucu,ucu,cu,False,NNP,True,Baterai,rai,ai,False,NNP,elektrik,rik,ik,False,NNP,Boneka,eka,ka,False,NNP,Toys,oys,ys,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Baterai,rai,ai,False,NNP,True,elektrik,rik,ik,False,NNP,Anjing,ing,ng,False,NNP,Lucu,ucu,cu,False,NNP,Boneka,eka,ka,False,NNP,I-TYPE,True,True,True,True,True,True,O
elektrik,rik,ik,False,NNP,True,Anjing,ing,ng,False,NNP,Mainan,nan,an,False,NNP,Baterai,rai,ai,False,NNP,Lucu,ucu,cu,False,NNP,O,False,False,True,True,True,True,O
Anjing,ing,ng,False,NNP,True,Mainan,nan,an,False,NNP,Toys,oys,ys,False,NNP,elektrik,rik,ik,False,NNP,Baterai,rai,ai,False,NNP,O,True,True,False,False,False,False,B-TYPE
Mainan,nan,an,False,NNP,True,Toys,oys,ys,False,NNP,Doll,oll,ll,False,NNP,Anjing,ing,ng,False,NNP,elektrik,rik,ik,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Toys,oys,ys,False,NNP,True,Doll,oll,ll,False,NNP,[END1],[END1],[END1],False,[END1],Mainan,nan,an,False,NNP,Anjing,ing,ng,False,NNP,I-TYPE,True,True,True,True,True,True,B-TYPE
Doll,oll,ll,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Toys,oys,ys,False,NNP,Mainan,nan,an,False,NNP,B-TYPE,True,True,True,True,True,True,B-TYPE
Ribbon,bon,on,False,NNP,True,Black,ack,ck,False,NNP,Zebra,bra,ra,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Black,ack,ck,False,NNP,True,Zebra,bra,ra,False,NNP,P330i,30i,0i,False,NNP,Ribbon,bon,on,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,B-COLOR
Zebra,bra,ra,False,NNP,True,P330i,30i,0i,False,NNP,[END1],[END1],[END1],False,[END1],Black,ack,ck,False,NNP,Ribbon,bon,on,False,NNP,B-COLOR,True,True,True,True,True,True,B-BRAND
P330i,30i,0i,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Zebra,bra,ra,False,NNP,Black,ack,ck,False,NNP,B-BRAND,True,True,True,True,True,True,B-NAME
Sugar,gar,ar,False,NNP,True,Baby,aby,by,False,NNP,Btr0006,006,06,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Baby,aby,by,False,NNP,True,Btr0006,006,06,False,NNP,Roxie,xie,ie,False,NNP,Sugar,gar,ar,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,I-BRAND
Btr0006,006,06,False,NNP,True,Roxie,xie,ie,False,NNP,Rabbit,bit,it,False,NNP,Baby,aby,by,False,NNP,Sugar,gar,ar,False,NNP,I-BRAND,True,True,True,True,True,True,B-NAME
Roxie,xie,ie,False,NNP,True,Rabbit,bit,it,False,NNP,Deluxe,uxe,xe,False,NNP,Btr0006,006,06,False,NNP,Baby,aby,by,False,NNP,B-NAME,True,True,True,True,True,True,I-NAME
Rabbit,bit,it,False,NNP,True,Deluxe,uxe,xe,False,NNP,Baby,aby,by,False,NNP,Roxie,xie,ie,False,NNP,Btr0006,006,06,False,NNP,I-NAME,True,True,True,True,True,True,I-NAME
Deluxe,uxe,xe,False,NNP,True,Baby,aby,by,False,NNP,Bather,her,er,False,NNP,Rabbit,bit,it,False,NNP,Roxie,xie,ie,False,NNP,I-NAME,True,True,True,True,True,True,I-NAME
Baby,aby,by,False,NNP,True,Bather,her,er,False,NNP,Bangku,gku,ku,False,NNP,Deluxe,uxe,xe,False,NNP,Rabbit,bit,it,False,NNP,I-NAME,True,True,True,True,True,True,B-AGE
Bather,her,er,False,NNP,True,Bangku,gku,ku,False,NNP,Mandi,ndi,di,False,NNP,Baby,aby,by,False,NNP,Deluxe,uxe,xe,False,NNP,B-AGE,True,True,True,True,True,True,B-TYPE
Bangku,gku,ku,False,NNP,True,Mandi,ndi,di,False,NNP,[END1],[END1],[END1],False,[END1],Bather,her,er,False,NNP,Baby,aby,by,False,NNP,B-TYPE,True,True,True,True,True,True,B-TYPE
Mandi,ndi,di,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Bangku,gku,ku,False,NNP,Bather,her,er,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Bayi,ayi,yi,False,NNP,True,Pink,ink,nk,False,NNP,[END1],[END1],[END1],False,[END1],[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-AGE
Pink,ink,nk,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Bayi,ayi,yi,False,NNP,[START1],[START1],[START1],False,[START1],B-AGE,True,True,True,True,True,True,B-COLOR
DUNAHL,AHL,HL,False,NNP,True,MINI,INI,NI,False,NNP,XTR,XTR,TR,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
MINI,INI,NI,False,NNP,True,XTR,XTR,TR,False,NNP,[END1],[END1],[END1],False,[END1],DUNAHL,AHL,HL,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,False,True,False,True,False,True,B-SIZE
XTR,XTR,TR,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],MINI,INI,NI,False,NNP,DUNAHL,AHL,HL,False,NNP,B-SIZE,False,True,False,True,False,True,B-NAME
BLUE,LUE,UE,False,NNP,True,DENIM,NIM,IM,False,NNP,JOGGER,GER,ER,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-COLOR
DENIM,NIM,IM,False,NNP,True,JOGGER,GER,ER,False,NNP,ALL,ALL,LL,False,NNP,BLUE,LUE,UE,False,NNP,[START1],[START1],[START1],False,[START1],B-COLOR,False,True,False,True,False,True,B-MATERIAL
JOGGER,GER,ER,False,NNP,True,ALL,ALL,LL,False,NNP,SIZE,IZE,ZE,False,NNP,DENIM,NIM,IM,False,NNP,BLUE,LUE,UE,False,NNP,B-MATERIAL,False,True,False,True,False,True,B-TYPE
ALL,ALL,LL,False,NNP,True,SIZE,IZE,ZE,False,NNP,[END1],[END1],[END1],False,[END1],JOGGER,GER,ER,False,NNP,DENIM,NIM,IM,False,NNP,B-TYPE,False,True,False,True,False,True,O
SIZE,IZE,ZE,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],ALL,ALL,LL,False,NNP,JOGGER,GER,ER,False,NNP,O,False,True,False,True,False,True,O
OTG,OTG,TG,False,NNP,True,Adapter,ter,er,False,NNP,Android,oid,id,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
Adapter,ter,er,False,NNP,True,Android,oid,id,False,NNP,Robot,bot,ot,False,NNP,OTG,OTG,TG,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,False,True,False,True,B-TYPE
Android,oid,id,False,NNP,True,Robot,bot,ot,False,NNP,Merah,rah,ah,False,NNP,Adapter,ter,er,False,NNP,OTG,OTG,TG,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Robot,bot,ot,False,NNP,True,Merah,rah,ah,False,NNP,Muda,uda,da,False,NNP,Android,oid,id,False,NNP,Adapter,ter,er,False,NNP,I-TYPE,True,True,True,True,True,True,I-TYPE
Merah,rah,ah,False,NNP,True,Muda,uda,da,False,NNP,[END1],[END1],[END1],False,[END1],Robot,bot,ot,False,NNP,Android,oid,id,False,NNP,I-TYPE,True,True,True,True,True,True,B-COLOR
Muda,uda,da,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Merah,rah,ah,False,NNP,Robot,bot,ot,False,NNP,B-COLOR,True,True,True,True,True,True,I-COLOR
Mayonette,tte,te,False,NNP,True,Felipe,ipe,pe,False,NNP,Sling,ing,ng,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Felipe,ipe,pe,False,NNP,True,Sling,ing,ng,False,NNP,Bag,Bag,ag,False,NNP,Mayonette,tte,te,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,O
Sling,ing,ng,False,NNP,True,Bag,Bag,ag,False,NNP,Coklat,lat,at,False,NNP,Felipe,ipe,pe,False,NNP,Mayonette,tte,te,False,NNP,O,True,True,True,True,True,True,B-TYPE
Bag,Bag,ag,False,NNP,True,Coklat,lat,at,False,NNP,Tua,Tua,ua,False,NNP,Sling,ing,ng,False,NNP,Felipe,ipe,pe,False,NNP,B-TYPE,True,True,True,True,True,True,I-TYPE
Coklat,lat,at,False,NNP,True,Tua,Tua,ua,False,NNP,[END1],[END1],[END1],False,[END1],Bag,Bag,ag,False,NNP,Sling,ing,ng,False,NNP,I-TYPE,True,True,True,True,True,True,O
Tua,Tua,ua,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Coklat,lat,at,False,NNP,Bag,Bag,ag,False,NNP,O,True,True,True,True,True,True,O
bantal,tal,al,False,NN,True,menyusui,sui,ui,False,VB,[END1],[END1],[END1],False,[END1],[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,False,False,False,False,False,B-TYPE
menyusui,sui,ui,False,VB,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],bantal,tal,al,False,NN,[START1],[START1],[START1],False,[START1],B-TYPE,False,False,False,False,False,False,I-TYPE
Alexandre,dre,re,False,NNP,True,Christie,tie,ie,False,NNP,Tranquility,ity,ty,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Christie,tie,ie,False,NNP,True,Tranquility,ity,ty,False,NNP,AC,AC,AC,False,NNP,Alexandre,dre,re,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,I-BRAND
Tranquility,ity,ty,False,NNP,True,AC,AC,AC,False,NNP,8333,333,33,True,NNP,Christie,tie,ie,False,NNP,Alexandre,dre,re,False,NNP,I-BRAND,True,True,True,True,True,True,O
AC,AC,AC,False,NNP,True,8333,333,33,True,NNP,MD,MD,MD,False,NNP,Tranquility,ity,ty,False,NNP,Christie,tie,ie,False,NNP,O,False,True,True,True,True,True,B-NAME
8333,333,33,True,NNP,True,MD,MD,MD,False,NNP,Black,ack,ck,False,NNP,AC,AC,AC,False,NNP,Tranquility,ity,ty,False,NNP,B-NAME,True,False,False,True,False,True,I-NAME
MD,MD,MD,False,NNP,True,Black,ack,ck,False,NNP,Rose,ose,se,False,NNP,8333,333,33,True,NNP,AC,AC,AC,False,NNP,I-NAME,False,True,True,False,True,False,O
Black,ack,ck,False,NNP,True,Rose,ose,se,False,NNP,Gold,old,ld,False,NNP,MD,MD,MD,False,NNP,8333,333,33,True,NNP,O,True,True,False,True,False,True,B-COLOR
Rose,ose,se,False,NNP,True,Gold,old,ld,False,NNP,[END1],[END1],[END1],False,[END1],Black,ack,ck,False,NNP,MD,MD,MD,False,NNP,B-COLOR,True,True,True,True,True,True,B-COLOR
Gold,old,ld,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Rose,ose,se,False,NNP,Black,ack,ck,False,NNP,B-COLOR,True,True,True,True,True,True,I-COLOR
Senapan,pan,an,False,NNP,True,Angin,gin,in,False,NNP,Goppul,pul,ul,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-TYPE
Angin,gin,in,False,NNP,True,Goppul,pul,ul,False,NNP,[END1],[END1],[END1],False,[END1],Senapan,pan,an,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,True,True,True,True,True,True,I-TYPE
Goppul,pul,ul,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],Angin,gin,in,False,NNP,Senapan,pan,an,False,NNP,I-TYPE,True,True,True,True,True,True,B-BRAND
MUST,UST,ST,False,NNP,True,HAVE,AVE,VE,False,NNP,PRINCESS,ESS,SS,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,O
HAVE,AVE,VE,False,NNP,True,PRINCESS,ESS,SS,False,NNP,HAIR,AIR,IR,False,NNP,MUST,UST,ST,False,NNP,[START1],[START1],[START1],False,[START1],O,False,True,False,True,False,True,O
PRINCESS,ESS,SS,False,NNP,True,HAIR,AIR,IR,False,NNP,BUMP,UMP,MP,False,NNP,HAVE,AVE,VE,False,NNP,MUST,UST,ST,False,NNP,O,False,True,False,True,False,True,B-BRAND
HAIR,AIR,IR,False,NNP,True,BUMP,UMP,MP,False,NNP,CROWN,OWN,WN,False,NNP,PRINCESS,ESS,SS,False,NNP,HAVE,AVE,VE,False,NNP,B-BRAND,False,True,False,True,False,True,B-TYPE
BUMP,UMP,MP,False,NNP,True,CROWN,OWN,WN,False,NNP,VOLUME,UME,ME,False,NNP,HAIR,AIR,IR,False,NNP,PRINCESS,ESS,SS,False,NNP,B-TYPE,False,True,False,True,False,True,I-TYPE
CROWN,OWN,WN,False,NNP,True,VOLUME,UME,ME,False,NNP,YOUR,OUR,UR,False,NNP,BUMP,UMP,MP,False,NNP,HAIR,AIR,IR,False,NNP,I-TYPE,False,True,False,True,False,True,O
VOLUME,UME,ME,False,NNP,True,YOUR,OUR,UR,False,NNP,HAIR,AIR,IR,False,NNP,CROWN,OWN,WN,False,NNP,BUMP,UMP,MP,False,NNP,O,False,True,False,True,False,True,O
YOUR,OUR,UR,False,NNP,True,HAIR,AIR,IR,False,NNP,[END1],[END1],[END1],False,[END1],VOLUME,UME,ME,False,NNP,CROWN,OWN,WN,False,NNP,O,False,True,False,True,False,True,O
HAIR,AIR,IR,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],YOUR,OUR,UR,False,NNP,VOLUME,UME,ME,False,NNP,O,False,True,False,True,False,True,O
LG,LG,LG,False,NNP,True,LED,LED,ED,False,NNP,TV,TV,TV,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-BRAND
LED,LED,ED,False,NNP,True,TV,TV,TV,False,NNP,42LY540H,40H,0H,False,CD,LG,LG,LG,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,False,True,False,True,False,True,B-TYPE
TV,TV,TV,False,NNP,True,42LY540H,40H,0H,False,CD,[END1],[END1],[END1],False,[END1],LED,LED,ED,False,NNP,LG,LG,LG,False,NNP,B-TYPE,False,True,False,True,False,True,I-TYPE
42LY540H,40H,0H,False,CD,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],TV,TV,TV,False,NNP,LED,LED,ED,False,NNP,I-TYPE,False,False,False,True,False,True,O
HELM,ELM,LM,False,NNP,True,HIU,HIU,IU,False,NNP,PRIMA,IMA,MA,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],False,True,False,False,False,False,B-TYPE
HIU,HIU,IU,False,NNP,True,PRIMA,IMA,MA,False,NNP,LX,LX,LX,False,NNP,HELM,ELM,LM,False,NNP,[START1],[START1],[START1],False,[START1],B-TYPE,False,True,False,True,False,True,B-BRAND
PRIMA,IMA,MA,False,NNP,True,LX,LX,LX,False,NNP,[END1],[END1],[END1],False,[END1],HIU,HIU,IU,False,NNP,HELM,ELM,LM,False,NNP,B-BRAND,False,True,False,True,False,True,B-NAME
LX,LX,LX,False,NNP,True,[END1],[END1],[END1],False,[END1],[END2],[END2],[END2],False,[END2],PRIMA,IMA,MA,False,NNP,HIU,HIU,IU,False,NNP,B-NAME,False,True,False,True,False,True,I-NAME
Love,ove,ve,False,NNP,True,Mei,Mei,ei,False,NNP,Powerful,ful,ul,False,NNP,[START1],[START1],[START1],False,[START1],[START2],[START2],[START2],False,[START2],[START1],True,True,False,False,False,False,B-BRAND
Mei,Mei,ei,False,NNP,True,Powerful,ful,ul,False,NNP,Case,ase,se,False,NNP,Love,ove,ve,False,NNP,[START1],[START1],[START1],False,[START1],B-BRAND,True,True,True,True,True,True,I-BRAND
Powerful,ful,ul,False,NNP,True,Case,ase,se,False,NNP,HTC,HTC,TC,False,NNP,Mei,Mei,ei,False,NNP,Love,ove,ve,False,NNP,I-BRAND,True,True,True,True,True,True,O
Case,ase,se,False,NNP,True,HTC,HTC,TC,False,NNP,One,One,ne,False,NNP,Powerful,ful,ul,False,NNP,Mei,Mei,ei,False,NNP,O,True,True,True,True,True,True,B-TYPE
