Word,POS,Label
FREE,NNP,O
SIZE,NNP,O
L,NNP,B-SIZE
BAHAN,NNP,O
FLEECE,NNP,B-MATERIAL
bumper,FW,B-TYPE
case,FW,I-TYPE
cover,FW,I-TYPE
Batik,NNP,B-BRAND
Prasetyo,NNP,I-BRAND
KR,NNP,O
4,CD,O
Baju,NN,B-TYPE
Koko,NNP,I-TYPE
Pria,NNP,B-GENDER
Muslim,NNP,O
Modern,NNP,O
Jual,NNP,O
KURSI,NNP,B-TYPE
MAKAN,NNP,I-TYPE
BAYI,NNP,B-AGE
CHAIR,NNP,B-TYPE
STROLLER,NNP,I-TYPE
FAMILY,NNP,B-BRAND
STROLLER,NNP,B-TYPE
KURSI,NNP,B-TYPE
FC,NNP,B-NAME
8288,NNP,I-NAME
Diskon,NNP,O
20170821,CD,O
Kripeace,NNP,B-BRAND
Woles,NNP,I-BRAND
Vespa,NNP,B-BRAND
GTS,NNP,B-NAME
300,NNP,I-NAME
Super,NNP,B-TYPE
Sport,NNP,I-TYPE
Grey,NNP,B-COLOR
OTR,NNP,O
Jakarta,NNP,O
Kulkas,NNP,B-TYPE
Mini,NNP,I-TYPE
USB,NNP,I-TYPE
UNIVERSAL,NNP,B-NAME
STUDIOS,NNP,I-NAME
SINGAPORE,NNP,I-NAME
EXPRESS,NNP,I-NAME
PASS,NNP,I-NAME
ADULT,NNP,B-AGE
Evercoss,NNP,B-BRAND
Jump,NNP,B-NAME
T2,NNP,I-NAME
R40G,NNP,I-NAME
Hitam,NNP,B-COLOR
Swatch,NNP,B-BRAND
LP137,NNP,B-NAME
FUN,NNP,I-NAME
IN,NNP,I-NAME
PINK,NNP,I-NAME
Jual,NNP,O
TP,NNP,B-BRAND
Link,NNP,I-BRAND
NC200,NNP,B-NAME
Cloud,NNP,B-TYPE
Camera,NNP,I-TYPE
Wi,NNP,B-TYPE
Fi,NNP,I-TYPE
Diskon,NNP,O
20170821,CD,O
Motomo,NNP,B-BRAND
4.5,CD,B-SIZE
inchi,VB,I-SIZE
ZB452KG,NNP,O
Metal,NNP,B-TYPE
Hardcase,NNP,I-TYPE
Metal,NNP,B-TYPE
Back,NNP,I-TYPE
Cover,NNP,I-TYPE
Hardcase,NNP,B-TYPE
Backcase,NNP,I-TYPE
Metal,NNP,B-TYPE
Case,NNP,I-TYPE
Silver,NNP,B-COLOR
JAM,NN,B-TYPE
TANGAN,NNP,I-TYPE
WANITA,NNP,B-GENDER
TRENDY,NNP,O
[BIG,NN,O
SALE,NNP,O
BEST,NNP,O
DEAL],NNP,O
ALAT,NNP,B-TYPE
PEL,NNP,I-TYPE
SUPER,NNP,B-NAME
MOP,NNP,I-NAME
NIKTECH,NNP,B-BRAND
PEMBERSIH,NNP,B-TYPE
RUMAH,NNP,I-TYPE
Magic,NNP,O
Black,NNP,B-TYPE
Garlic,NNP,I-TYPE
Bawang,NNP,B-TYPE
Hitam,NNP,I-TYPE
Ajaib,NNP,O
Testimoni,NNP,O
Asli,NNP,O
Double,NNP,O
Antioxidant,NNP,O
JOLIZ,NNP,B-BRAND
Jelly,NNP,B-TYPE
Leaves,NNP,I-TYPE
Sandal,NNP,I-TYPE
3,NNP,O
Colors,NNP,O
NIKE,NNP,B-BRAND
YOGA,NNP,B-TYPE
MAT,NNP,I-TYPE
3MM,CD,B-DIMENSION
AT/DAT,NNP,O
N.YE.02.339.O,NNP,O
HIJAU,NNP,B-COLOR
XL,NNP,B-BRAND
Axiata,NNP,B-NAME
Nomor,NNP,B-TYPE
Cantik,NNP,I-TYPE
081,CD,O
7070,CD,O
2009,CD,O
AIUEO,NNP,B-BRAND
Teflon,NNP,B-TYPE
Mini,NNP,B-SIZE
Non,NNP,B-TYPE
Stick,NNP,I-TYPE
Frying,NNP,I-TYPE
Fry,NNP,I-TYPE
Pan,NNP,I-TYPE
Wajan,NNP,B-TYPE
Masak,NNP,I-TYPE
Karakter,NNP,O
Anti,NNP,B-TYPE
Lengket,NNP,I-TYPE
SANDISK,NNP,B-BRAND
FLASH,NNP,B-TYPE
DISK,NNP,I-TYPE
BLADE,NNP,B-NAME
32GB,CD,B-CAPACITY
Garansi,NN,O
resmi,JJ,O
5,CD,O
tahun,NN,O
Kaos,NNP,B-TYPE
Kaki,NNP,I-TYPE
Pita,NNP,I-TYPE
0-12,CD,B-AGE
bln,NN,I-AGE
Inini,NNP,B-BRAND
Mainan,NNP,B-TYPE
Bayi,NNP,I-TYPE
Ring,NNP,B-NAME
Donat,NNP,I-NAME
Roda,NNP,I-NAME
Kembang,NNP,I-NAME
Small,NNP,I-NAME
SNI,NNP,O
Mainan,NNP,O
edukasi,VB,O
Gamis,NNP,B-TYPE
Nadine,NNP,B-NAME
peach,NNP,B-COLOR
OTOMobil,NNP,B-BRAND
Lampu,NNP,B-TYPE
Tutup,NNP,B-TYPE
Pentil,NNP,I-TYPE
Ban,NNP,I-TYPE
Motor/Mobil,NNP,I-TYPE
TOX-JH010,NNP,B-NAME
(Universal),NNP,O
Baterai,NNP,B-TYPE
Biru,NNP,B-COLOR
UNGGULAN,NNP,O
SANDISK,NNP,B-BRAND
ULTRA,NNP,B-NAME
FLASHDISK,NNP,B-TYPE
USB,NNP,I-TYPE
3.0,CD,I-TYPE
CZ48,CD,B-NAME
64GB,CD,B-CAPACITY
Hamsfood,NNP,B-BRAND
Jerami,NNP,B-TYPE
Khusus,NNP,I-TYPE
Hamster/Kelinci,NNP,I-TYPE
Natural,NNP,B-TYPE
Timothy,NNP,I-TYPE
Hay,NNP,I-TYPE
500gr,CD,B-MASS
JS086,NNP,O
NATURAL,NNP,B-MATERIAL
SPESSARTINE,NNP,I-MATERIAL
GARNET,NNP,I-MATERIAL
BRASS,NNP,B-TYPE
RING,NNP,I-TYPE
SIZE,NNP,O
7,CD,B-SIZE
USB,NNP,O
Flashdisk,NNP,B-TYPE
2.0,NNP,I-TYPE
Kingston,NNP,B-BRAND
32GB,CD,B-CAPACITY
Data,NN,B-NAME
Traveler,NNP,I-NAME
101,NNP,I-NAME
SEHAT,NNP,B-BRAND
PRIA,NNP,I-BRAND
100,NNP,O
PILLS,NNP,O
RAMUAN,NNP,O
MADURA,NNP,O
KHUSUS,NNP,O
PRIA,NNP,B-GENDER
Acer,NNP,B-BRAND
Liquid,NNP,B-NAME
E700/E39/TS,NNP,I-NAME
Black,NNP,B-COLOR
Garansi,NNP,O
Resmi,NNP,O
Acer,NNP,O
Indonesia,NNP,O
Nillkin,NNP,B-BRAND
Sparkle,NNP,B-TYPE
Leather,NNP,I-TYPE
Case,NNP,I-TYPE
HITAM,NNP,B-COLOR
Victoria,NNP,B-BRAND
Secret,NNP,I-BRAND
Love,NNP,B-NAME
Spell,NNP,I-NAME
Body,NNP,I-NAME
Mist,NNP,I-NAME
250ml,NNP,B-DIMENSION
Parfum,NNP,B-TYPE
Original,NNP,O
Erlangga,NNP,B-BRAND
Buku,NNP,O
Grafik,NNP,B-NAME
Arsitektur,NNP,I-NAME
ASUS,NNP,B-BRAND
VivoBook,NNP,B-NAME
Flip,NNP,I-NAME
TP501UB,NNP,I-NAME
i7,CD,B-PROCESSOR
6500U,CD,I-PROCESSOR
4GB,CD,B-RAM
W10,CD,B-OS
15.6,CD,I-DIMENSION
Gembok,NNP,B-TYPE
GAH,NNP,B-BRAND
60mm,NNP,B-DIMENSION
Besi,NNP,B-MATERIAL
dengan,IN,O
Long,NNP,O
Shackle,NNP,O
JACKET,NNP,B-TYPE
RILAKUMA,NNP,B-BRAND
Epiphone,NNP,B-BRAND
Casino,NNP,B-NAME
inspired,FW,I-NAME
by,FW,I-NAME
John,NNP,I-NAME
Lennon,NNP,I-NAME
1965,CD,I-NAME
vintage,FW,I-NAME
sunburst,FW,I-NAME
Holowbody,NNP,B-TYPE
TERBARU,NNP,O
MUDD2,NNP,B-BRAND
flare,FW,B-TYPE
tanktop,FW,I-TYPE
branded,FW,O
100,FW,O
authentiic,FW,O
Kraft,NNP,B-BRAND
Cheddar,NNP,I-BRAND
175gr,CD,B-MASS
Jual,NNP,O
Pampers,NNP,B-BRAND
Popok,NNP,B-TYPE
Premium,NNP,B-NAME
Care,NNP,I-NAME
New,NNP,B-AGE
Baby,NNP,I-AGE
Tape,NNP,B-MATERIAL
S,NNP,B-SIZE
48,CD,B-SIZE
Murah,NN,O
20170821,CD,O
Mega,NN,B-BRAND
6,CD,I-BRAND
Far,NNP,B-NAME
Infrared,NNP,I-NAME
Hydrogen,NNP,I-NAME
Water,NNP,I-NAME
Botol,NNP,B-TYPE
Terapi,NNP,I-TYPE
Diabetes,NNP,I-TYPE
nokia,PRP,B-BRAND
130,CD,B-NAME
dual,NN,O
sim,NN,O
mp3,CD,O
PROMO,NNP,O
HARI,NNP,O
INI,NNP,O
SAJA,NNP,O
Dress,FW,B-TYPE
cute,FW,O
code,NN,O
290,CD,O
ROTO,NNP,B-BRAND
CHAMP,NNP,I-BRAND
SLICER,NNP,B-TYPE
SERBA,NNP,O
GUNA,NNP,O
Rak,NNP,B-TYPE
Sepatu,NNP,I-TYPE
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
4,CD,O
Susun,NNP,O
European,NNP,O
modern,FW,O
minimalist,FW,O
living,FW,B-TYPE
room,FW,I-TYPE
sofa,FW,I-TYPE
stretch,FW,O
wall-to-wall,FW,B-TYPE
bed,FW,I-TYPE
coffee,FW,B-TYPE
table,FW,I-TYPE
bedroom,FW,B-TYPE
carpet,FW,I-TYPE
L,NNP,B-SIZE
intl,NNP,O
Korek,NNP,B-TYPE
Elektrik,NNP,I-TYPE
Pulse,NNP,O
Aluminium,NNP,B-MATERIAL
Emas,NNP,B-COLOR
COUPLE,NNP,B-TYPE
BATIK,NNP,I-TYPE
VIENKA,NNP,O
Gudeg,NNP,B-TYPE
Bu,NNP,B-BRAND
Tjitro,NNP,I-BRAND
Turun,NNP,O
Harga,NNP,O
TARGUS,NNP,B-BRAND
PRESENTER,NNP,B-NAME
AMP21,NNP,I-NAME
GREEN,NNP,B-COLOR
LIGHT,NNP,B-TYPE
LASER,NNP,I-TYPE
POINTER,NNP,I-TYPE
AMP,NNP,B-NAME
21,CD,I-NAME
ORIGINAL,NNP,O
Aksara,NNP,B-NAME
Pinjaman,NNP,I-NAME
Bahasa,NNP,I-NAME
Mandarin,NNP,I-NAME
Casing,NNP,B-TYPE
Kalaideng,NNP,B-BRAND
Swift,NNP,B-TYPE
Leathercase,NNP,I-TYPE
Cetakan,VB,B-TYPE
Donut,NNP,I-TYPE
Maker,NNP,I-TYPE
Bulat,NNP,B-SHAPE
Maxi,NNP,B-BRAND
Premium,NNP,B-NAME
Cat,NNP,B-TYPE
Food,NNP,I-TYPE
Repack,NNP,O
1Kg,CD,B-MASS
Rantai,NNP,B-TYPE
Sepeda,NNP,I-TYPE
YBN,NNP,B-BRAND
SLA,NNP,B-NAME
Super,NNP,I-NAME
Light,NNP,I-NAME
SLA,NNP,B-NAME
110,NNP,I-NAME
Gold,NNP,B-COLOR
11,CD,O
Speed,NNP,O
5,CD,B-TYPE
tingkat,NN,I-TYPE
dua,CD,I-TYPE
sisi,NN,I-TYPE
tembus,VB,I-TYPE
pandang,NN,I-TYPE
lemari,NN,I-TYPE
gantung,VB,I-TYPE
tas,NN,O
penyimpanan,NN,O
multifungsi</ENAMEX>,NN,O
rak,NN,B-TYPE
gantung,VB,I-TYPE
untuk,IN,I-TYPE
tas,NN,I-TYPE
dompet,NN,I-TYPE
Baju,NN,B-TYPE
Hamil,NNP,I-TYPE
Dress,NNP,B-TYPE
hamil,NNP,I-TYPE
/,Z,I-TYPE
Menyusui,NNP,I-TYPE
Impor,NNP,O
(MD_6041),CD,O
MRN,NN,O
sleeveless,FW,B-TYPE
blouse,FW,I-TYPE
Dijual,NNP,O
Stang,NNP,B-TYPE
road,NNP,I-TYPE
race,NNP,I-TYPE
Yamaha,NNP,B-BRAND
The,NNP,B-BRAND
History,NNP,I-BRAND
of,NNP,I-BRAND
Whoo,NNP,I-BRAND
Hwa,NNP,B-NAME
Hyun,NNP,I-NAME
Essence,NNP,I-NAME
Sample,NNP,O
Sachet,NNP,O
NDpets,NNP,B-BRAND
Kandang,NNP,B-TYPE
Burung,NNP,I-TYPE
/Kucing,NNP,O
Kitten,NNP,O
Smart,NNP,O
1,NNP,O
Ungu,NNP,O
Jual,NNP,O
Kunci,NNP,B-TYPE
disc,FW,I-TYPE
cakram,FW,I-TYPE
Alarm,FW,I-TYPE
anti,FW,I-TYPE
maling,FW,I-TYPE
Promo,NNP,O
20170821,CD,O
Wilson,NNP,B-BRAND
Raket,NNP,B-TYPE
Tenis,NNP,I-TYPE
Pro,NNP,B-NAME
Staff,NNP,I-NAME
RF,NNP,I-NAME
97,NNP,I-NAME
Autograph,NNP,I-NAME
Unstrung,NNP,O
Grip,NNP,O
2,CD,O
Red,NNP,B-COLOR
Black,NNP,B-COLOR
IPHONE,NNP,B-NAME
5,CD,I-NAME
32GB,CD,B-CAPACITY
WHITE,NNP,B-COLOR
BLACK,NNP,B-COLOR
GARANSI,NNP,O
DISTRIBUTOR,NNP,O
1,NNP,O
TAHUN,NNP,O
Selang,NNP,B-TYPE
Air,NNP,I-TYPE
Magic,NNP,B-BRAND
Hose,NNP,I-BRAND
"22,5m",NNP,B-DIMENSION
MURAH,NNP,O
DAN,NNP,O
BERKUALITAS,NNP,O
Dialogue,NNP,B-BRAND
DGG,NNP,B-NAME
1008,CD,I-NAME
Gendongan,NNP,B-TYPE
Bayi,NNP,I-TYPE
Terbaru,NNP,O
Aux,NNP,B-TYPE
Jack,NNP,I-TYPE
Audio,NNP,I-TYPE
Female,NNP,I-TYPE
To,NNP,I-TYPE
2,CD,I-TYPE
Male,NNP,I-TYPE
3.5mm,NNP,B-DIMENSION
Mic,NNP,B-TYPE
Splitter,NNP,I-TYPE
Cable,NNP,I-TYPE
Audio,NNP,B-TYPE
Cable,NNP,I-TYPE
4,CD,I-TYPE
Segment,NNP,I-TYPE
3.5mm,NNP,I-TYPE
Female,NNP,I-TYPE
To,NNP,I-TYPE
Dual,NNP,I-TYPE
3,NNP,I-TYPE
Segment,NNP,I-TYPE
Male,NNP,I-TYPE
AXORA,NNP,B-BRAND
Necklace,NNP,B-TYPE
18K,CD,B-COLOR
Gold,NNP,I-COLOR
Plated,NNP,I-COLOR
TN0137,NNP,O
FREE,NNP,O
SHIPPING,NNP,O
!!!,Z,O
Spotec,NNP,B-BRAND
Unlimited,NNP,B-NAME
Sepatu,NNP,B-TYPE
Lari,NNP,I-TYPE
Dark,NNP,B-COLOR
Grey/Orange,NNP,I-COLOR
Mencegah,NNP,O
Kepala,NNP,O
Datar,NNP,O
Bantal,NNP,B-TYPE
Lembut,NNP,O
Bayi,NNP,B-AGE
Panda,NNP,B-THEME
Tidur,NNP,O
Positioner,NNP,B-TYPE
PLAYMAT,NNP,B-TYPE
PUMPEE,NNP,B-BRAND
CANDY,NNP,B-NAME
POP,NNP,I-NAME
PLAYMAT,NNP,B-TYPE
PUMPEE,NNP,B-BRAND
MOTIF,NNP,O
BARU,NNP,O
Asus,NNP,B-BRAND
VGA,NNP,B-TYPE
Card,NNP,I-TYPE
Geforce,NNP,B-NAME
GTX,NNP,I-NAME
950,NNP,I-NAME
MINI,NNP,O
2GB,CD,B-CAPACITY
XL,NNP,B-BRAND
Hotrod,NNP,B-NAME
Pro,NNP,I-NAME
24jam,CD,I-NAME
Wonder,NNP,B-NAME
Trail,NNP,I-NAME
Mix,NNP,I-NAME
500gr,NNP,B-MASS
Mixed,NNP,B-TYPE
Nut,NNP,I-TYPE
500,CD,B-MASS
gram,NND,I-MASS
DISNEY,NNP,B-THEME
KOREK,NNP,B-TYPE
KUPING,NNP,I-TYPE
NYALA,NNP,O
MOTIF,NNP,O
Tas,NNP,B-TYPE
Wanita,NNP,B-GENDER
Fashion,NNP,O
Zahra,NNP,B-BRAND
Aneka,NNP,O
Warna,NNP,O
Etude,NNP,B-BRAND
House,NNP,I-BRAND
Ac,NNP,B-NAME
Clinic,NNP,I-NAME
Daily,NNP,I-NAME
Acne,NNP,I-NAME
Foam,NNP,I-NAME
Cleanser,NNP,I-NAME
Cetakan,VB,B-TYPE
Kukis,NNP,I-TYPE
stainless,FW,B-MATERIAL
steel,FW,I-MATERIAL
aneka,PRP,O
bentuk,VB,O
HTC,NNP,B-BRAND
U11,NNP,B-NAME
SILVER,NNP,B-COLOR
Alexandre,NNP,B-BRAND
Christie,NNP,I-BRAND
2455,CD,B-NAME
LD,NNP,I-NAME
Stainless,NNP,O
Dial,NNP,O
"</ENAMEX>COLOR"">Silver</ENAMEX>",NNP,O
Sony,NNP,B-BRAND
XPERIA,NNP,B-NAME
Z1,NNP,I-NAME
16GB,CD,B-CAPACITY
Asus,NNP,B-BRAND
Zenfone,NNP,B-NAME
5,CD,I-NAME
RAM,NN,O
1GB,CD,B-CAPACITY
Memory,NNP,O
8GB,CD,B-RAM
Black,NNP,B-COLOR
GW,NNP,B-BRAND
Setelan,NNP,B-TYPE
GW,NNP,B-BRAND
84,NNP,O
Boys,NNP,B-GENDER
Girls,NNP,B-GENDER
Size,NNP,O
95-140,CD,B-DIMENSION
Madu,NNP,B-TYPE
Ibu,NNP,I-TYPE
Hamil,NNP,I-TYPE
Al,NNP,B-BRAND
Mabruroh,NNP,I-BRAND
Tas,NNP,B-TYPE
Kamera,NNP,I-TYPE
Selempang,NNP,I-TYPE
Stylish,NNP,O
Pria,NNP,B-GENDER
Wanita,NNP,B-GENDER
for,NNP,O
Digital,NNP,B-TYPE
Camera,NNP,I-TYPE
Bag,NNP,I-TYPE
DSLR,NNP,B-TYPE
Mirrorless,NNP,B-TYPE
Prosumer,NNP,B-TYPE
Pocket,NNP,O
Logo,NNP,O
National,NNP,B-THEME
Geographic,NNP,I-THEME
Type,NNP,O
6,NNP,O
Black,NNP,B-COLOR
ego,FW,B-NAME
evod,FW,I-NAME
Cadbury,NNP,B-BRAND
Hot,NNP,B-NAME
Chocolate,NNP,I-NAME
Drink,NNP,I-NAME
DISKON,NNP,O
Duncan,NNP,B-BRAND
Hines,NNP,I-BRAND
Creamy,NNP,B-NAME
Homestyle,NNP,I-NAME
Jual,NNP,O
BAFO,NNP,B-BRAND
USB,NNP,B-TYPE
To,NNP,I-TYPE
Serial,NNP,I-TYPE
DB9,NNP,I-TYPE
RS,NNP,B-NAME
232,NNP,I-NAME
Diskon,NNP,O
20170821,CD,O
Jual,NNP,O
Cetak,NNP,O
Nota,NNP,B-TYPE
Bon,NNP,I-TYPE
Ply,NNP,B-MATERIAL
Carbonless,NNP,I-MATERIAL
Tanpa,NNP,O
Karbon,NNP,O
Nomerator,NNP,O
Limited,NNP,O
20170821,CD,O
[MOBILE,NN,O
ACC],NNP,O
Headset,NNP,B-TYPE
Samsung,NNP,B-BRAND
with,NNP,O
Microphone,NNP,O
Stiker,NNP,B-TYPE
Penghilang,NNP,I-TYPE
Bau,NNP,I-TYPE
Kaki,NNP,I-TYPE
/,Z,I-TYPE
Sepatu,CD,I-TYPE
(1,CD,O
Set,NNP,O
Isi,NNP,O
6),CD,O
Sprei,NNP,B-TYPE
Set,NNP,O
Katun,NNP,B-MATERIAL
Fortuna,NNP,B-BRAND
Anak,NNP,B-AGE
Motif,NNP,O
133,CD,O
Bags,NNP,B-BRAND
Hearted,NNP,I-BRAND
Two,NNP,B-NAME
Tone,NNP,I-NAME
Wallet,NNP,I-NAME
breket,FW,B-TYPE
box,FW,I-TYPE
NOE,NNP,B-BRAND
Natural,NNP,B-NAME
Oil,NNP,I-NAME
Enlargement,NNP,I-NAME
Alami,NNP,O
Herbal,NNP,O
tanpa,IN,O
bahan,NN,O
kimia,NN,O
KHUSUS,NNP,O
PRIA,NNP,B-GENDER
idaman,NN,O
wanita,NN,O
LED,NNP,B-TYPE
Flexible,NNP,I-TYPE
Plasma,NNP,I-TYPE
DRL,NNP,I-TYPE
Audi,NNP,O
Style,NNP,O
85cm,CD,B-DIMENSION
Lampu,NNP,B-TYPE
LED,NNP,I-TYPE
Mini,NNP,B-SIZE
ball,NNP,B-SHAPE
USB,NNP,B-TYPE
Jual,NNP,O
LAKBAN,NNP,B-TYPE
BENING,NNP,I-TYPE
DAIMARU,NNP,B-BRAND
OLD,NNP,B-BRAND
NAVY,NNP,I-BRAND
BOATNECK,NNP,O
WOMEN,NNP,B-GENDER
T-,NNP,B-TYPE
Shirt,NNP,I-TYPE
tameng,NN,B-TYPE
knalpot,FW,I-TYPE
[HQ],FW,O
genuine,FW,O
Timex,NNP,B-TYPE
TIMEX,NNP,B-BRAND
Leather,NNP,B-TYPE
Watch,NNP,I-TYPE
[T2N725],NNP,O
Fashion,NNP,B-TYPE
Watch,NNP,I-TYPE
Wrist,NNP,B-TYPE
Watch,NNP,I-TYPE
(3,CD,O
year,FW,O
warranty,FW,O
repair),FW,O
DnR,NNP,B-BRAND
Jaket,NNP,B-TYPE
Jeans,NNP,B-MATERIAL
Denim,NNP,I-MATERIAL
Pria,NNP,B-GENDER
Light,NNP,B-COLOR
Blue,NNP,I-COLOR
Pulsa,NNP,B-TYPE
Bolt,NNP,B-BRAND
4G,CD,O
25.000,CD,O
Protein,NNP,B-TYPE
Powder,NNP,I-TYPE
Herbalife,NNP,B-BRAND
Autorace,NNP,B-BRAND
Obat,NNP,B-TYPE
Pembersih,NNP,I-TYPE
Kaca,NNP,I-TYPE
Cair,NNP,I-TYPE
Cairan,NNP,B-TYPE
Pembersih,NNP,I-TYPE
Jamur,NNP,I-TYPE
Kaca,NNP,I-TYPE
CL-03,CD,B-NAME
Pod,NNP,B-BRAND
MP3,NNP,B-TYPE
Player,NNP,I-TYPE
Soft,FW,B-MATERIAL
Silicon,FW,I-MATERIAL
slim,FW,B-TYPE
rubber,FW,I-TYPE
protective,FW,I-TYPE
Sarung,FW,B-TYPE
smart,FW,B-TYPE
case,FW,I-TYPE
cover,FW,B-TYPE
Tonga,NN,B-BRAND
33CH006408,CD,O
Tas,NNP,B-TYPE
Selempang,NNP,I-TYPE
Hitam,NNP,B-COLOR
Pigeon,NNP,B-BRAND
Botol,NNP,B-TYPE
PP,NNP,B-MATERIAL
KP,NNP,O
120ml,NNP,B-DIMENSION
Silicone,NNP,B-NAME
Nipple,NNP,I-NAME
S,NNP,I-NAME
Orange,NNP,B-COLOR
E-Blue,NNP,B-BRAND
Cobra,NNP,B-THEME
Gaming,NNP,B-TYPE
Mouse,NNP,I-TYPE
Pad,NNP,I-TYPE
Size,NNP,O
M,NNP,B-SIZE
EMP005,NNP,O
Black,NNP,B-COLOR
THE,NNP,B-BRAND
BODY,NNP,I-BRAND
SHOP,NNP,I-BRAND
VITAMIN,NNP,B-NAME
E,NNP,I-NAME
CLEANSING,NNP,I-NAME
CREAM,NNP,I-NAME
200ML,CD,B-DIMENSION
HOT,FW,B-TYPE
SHARPER,FW,I-TYPE
SUIT,FW,I-TYPE
alat,FW,B-TYPE
peramping,FW,I-TYPE
dada,IN,I-TYPE
Yamaha,NNP,B-BRAND
Drum,NNP,B-TYPE
Elektrik,NNP,I-TYPE
DTX,NNP,B-NAME
450K,CD,O
TERLARIS,NNP,O
Kran,NNP,B-TYPE
Air,NNP,I-TYPE
Bath,NNP,B-TYPE
Mixer,NNP,I-TYPE
Mbh,NNP,B-NAME
054,NNP,I-NAME
C,NNP,I-NAME
Celana,NNP,B-TYPE
Jeans,NNP,I-TYPE
blue,FW,B-COLOR
spray,FW,O
helder,FW,O
denim,FW,B-MATERIAL
Bose,NNP,B-BRAND
Solo,NNP,B-NAME
5,CD,I-NAME
TV,NN,B-TYPE
Sound,NNP,I-TYPE
System,NNP,I-TYPE
Babybee,NNP,B-BRAND
Buddy,NNP,B-TYPE
Pillow,NNP,I-TYPE
with,NNP,O
Case,NNP,O
Canon,NNP,B-BRAND
P23-DTSC,NNP,B-NAME
Kalkulator,NNP,B-TYPE
Mini-Printer,NNP,I-TYPE
Silver,NNP,B-COLOR
Metalik,NNP,I-COLOR
Allwin,NNP,B-BRAND
Luar,NNP,B-THEME
Ruangan,NNP,I-THEME
Portabel,NNP,B-THEME
Sepeda,NNP,I-THEME
Bersepeda,NNP,B-THEME
750,NNP,B-DIMENSION
Ml,NNP,I-DIMENSION
Minum</ENAMEX>,NNP,O
Kendi,NNP,B-TYPE
HMY,NNP,B-NAME
Olahraga,NNP,B-TYPE
Polo,NNP,B-BRAND
Men's,NNP,B-GENDER
Country,NNP,B-THEME
Fiesta,NNP,I-THEME
Soccer,NNP,I-THEME
Netherland,NNP,I-THEME
Orange,NNP,B-COLOR
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Pria,NNP,B-GENDER
Wanita,NNP,B-GENDER
Unisex,NNP,O
Guess,NNP,B-BRAND
Import,NNP,O
Terbaru,NNP,O
CNJ10125,NNP,O
Smartfren,NNP,B-BRAND
Andromax,NNP,B-NAME
C3,NNP,I-NAME
KitKat,NNP,B-OS
4GB,CD,B-CAPACITY
TERLARIS,NNP,O
Converse,NNP,B-BRAND
Kids,NNP,B-AGE
Perekat,NNP,B-MATERIAL
Atau,NNP,O
Velcro,NNP,B-MATERIAL
eastern,FW,B-BRAND
hot,FW,B-TYPE
chili,FW,I-TYPE
oil,FW,I-TYPE
Apple,FW,B-BRAND
iphone,FW,B-NAME
6,CD,I-NAME
plus,JJ,I-NAME
64GB,CD,B-CAPACITY
Kursi,NN,B-TYPE
tamu,NN,I-TYPE
minimalis,NN,I-TYPE
kursi,NN,B-TYPE
tamu,NN,I-TYPE
sofa,NN,I-TYPE
Jamaika,NNP,B-NAME
pesanan,NN,O
khusus,JJ,O
Dijual,NNP,O
Silicon,NNP,B-BRAND
Power,NNP,I-BRAND
Daimond,NNP,B-NAME
D03,NNP,I-NAME
1TB,CD,B-CAPACITY
HD,NNP,B-TYPE
Hardisk,NNP,B-TYPE
Harddisk,NNP,B-TYPE
External,NNP,I-TYPE
2,CD,O
5,CD,O
Promo,NNP,O
20170821,CD,O
clipper,NN,B-TYPE
untuk,SC,O
membentuk,VB,O
poni,NN,O
yang,SC,O
nakal,VB,O
hair,NN,B-TYPE
clipper,NN,I-TYPE
5cm,CD,B-DIMENSION
Superman,NNP,B-THEME
Baseball,NNP,B-TYPE
Cap,NNP,I-TYPE
Hats,NNP,B-TYPE
for,NNP,O
Men,NNP,B-GENDER
Women,NNP,B-GENDER
Adjustable,NNP,O
S,NNP,B-SIZE
Letter,NNP,O
Casual,NNP,O
Outdoor,NNP,B-TYPE
Snapback,NNP,I-TYPE
Hat,NNP,I-TYPE
yellow,FW,B-COLOR
black,FW,B-COLOR
(Int:,FW,O
One,FW,B-SIZE
size,FW,I-SIZE
DHS,NNP,B-BRAND
HURRICANE-II,NNP,B-NAME
Tournament,NNP,B-TYPE
Ping,NNP,I-TYPE
Pong,NNP,I-TYPE
Paddle,NNP,I-TYPE
Table,NNP,B-TYPE
Tennis,NNP,I-TYPE
Racket,NNP,I-TYPE
Shakehand,NNP,B-TYPE
intl,NNP,O
Pulpen,NNP,B-TYPE
Gel,NNP,I-TYPE
Super,NNP,B-THEME
Heroes,NNP,I-THEME
Tutup,NNP,B-TYPE
Transparan,NNP,I-TYPE
05mm,CD,B-DIMENSION
BOURZU,NNP,B-BRAND
378,CD,O
Capo,NNP,B-TYPE
Capo,NNP,B-TYPE
Red,NNP,B-COLOR
MASKER,NNP,B-TYPE
SNAIL,NNP,B-BRAND
WHITE,NNP,I-BRAND
Oxford,NNP,B-BRAND
Storage,NNP,B-TYPE
Box,NNP,I-TYPE
66L,CD,B-DIMENSION
Hijau,NNP,B-COLOR
STOCK,NNP,O
TERBATAS,NNP,O
Snack,NNP,B-TYPE
Zanana,NNP,B-BRAND
Chips,NNP,B-TYPE
Kent,NNP,B-BRAND
