key,value
"('-1:word.lower():memory', 'I-TYPE')",0.375848
"('+1:word.lower():microsdhc', 'B-NAME')",0.636625
"('word.lower():microsdhc', 'B-TYPE')",1.274659
"('-1:word.lower():microsdhc', 'B-CAPACITY')",0.247203
"('word.lower():putih-oranye', 'B-COLOR')",0.602379
"('word[-3:]:nye', 'B-COLOR')",1.674993
"('word.lower():6,9', 'B-SIZE')",0.989115
"('word[-3:]:6,9', 'B-SIZE')",0.989115
"('word[-2:]:,9', 'B-SIZE')",0.989115
"('-1:word.lower():go', 'O')",-0.000787
"('-1:word.lower():go', 'I-TYPE')",1.194007
"('-1:word.lower():go', 'B-SIZE')",0.929118
"('+1:word.lower():zb690kg', 'B-SIZE')",0.989115
"('word.lower():zb690kg', 'B-NAME')",1.211748
"('word[-3:]:0KG', 'B-NAME')",0.249268
"('word[-3:]:0KG', 'B-MASS')",0.981152
"('word[-2:]:KG', 'B-NAME')",0.049311
"('word[-2:]:KG', 'B-MASS')",0.928959
"('word[-2:]:KG', 'I-MASS')",0.358166
"('-1:word.lower():6,9', 'B-NAME')",1.211748
"('-1:word.lower():zb690kg', 'B-STORAGE')",0.993377
"('-1:word.lower():eve', 'I-TYPE')",7e-05
"('word[-3:]:6s', 'B-NAME')",1.093006
"('word[-2:]:6s', 'B-NAME')",1.093006
"('word.lower():bio', 'B-TYPE')",0.390707
"('word.lower():bio', 'B-BRAND')",0.872567
"('word[-3:]:BIO', 'B-TYPE')",0.678883
"('word[-3:]:BIO', 'B-BRAND')",0.293158
"('word[-3:]:OIL', 'I-BRAND')",0.572351
"('word[-3:]:OIL', 'I-TYPE')",0.503709
"('-1:word.lower():bio', 'B-TYPE')",0.498406
"('-1:word.lower():bio', 'O')",-0.035139
"('-1:word.lower():bio', 'I-BRAND')",1.589399
"('-1:word.lower():bio', 'I-TYPE')",0.332107
"('+1:word.lower():60ml', 'I-BRAND')",1.178819
"('word.lower():60ml', 'B-DIMENSION')",1.163102
"('word[-3:]:0mL', 'B-DIMENSION')",1.163102
"('word[-2:]:mL', 'B-DIMENSION')",1.151884
"('word[-2:]:mL', 'I-DIMENSION')",0.051609
"('+1:word.lower():effective', 'B-DIMENSION')",1.163102
"('word.lower():effective', 'O')",0.369907
"('-1:word.lower():60ml', 'O')",0.369907
"('+1:word.lower():marks', 'O')",0.205964
"('word.lower():marks', 'O')",0.118288
"('word[-3:]:rks', 'O')",0.118288
"('-1:word.lower():marks', 'O')",0.322974
"('-1:word.lower():skin', 'I-NAME')",0.599703
"('+1:word.lower():tidak', 'O')",0.298729
"('+1:postag:NEG', 'O')",0.298729
"('+1:postag[:2]:NE', 'O')",0.298729
"('word.lower():tidak', 'O')",0.297778
"('word[-3:]:dak', 'O')",0.297778
"('postag:NEG', 'O')",0.297778
"('postag[:2]:NE', 'O')",0.297778
"('+1:word.lower():rata', 'O')",0.297778
"('word.lower():rata', 'O')",0.306055
"('-1:word.lower():tidak', 'O')",0.306055
"('-1:postag:NEG', 'O')",0.306055
"('-1:postag[:2]:NE', 'O')",0.306055
"('word.lower():anmum', 'B-BRAND')",0.597412
"('word[-3:]:mum', 'B-BRAND')",0.585796
"('word[-3:]:mum', 'O')",0.350381
"('-1:word.lower():anmum', 'B-NAME')",0.598475
"('+1:word.lower():750gr', 'I-NAME')",0.071095
"('+1:word.lower():lantai', 'B-TYPE')",0.027166
"('word.lower():lantai', 'I-TYPE')",0.238255
"('-1:word.lower():kurir', 'O')",1.13029
"('+1:word.lower():belle', 'O')",1.13029
"('word.lower():belle', 'O')",0.288633
"('word[-3:]:lle', 'O')",0.288633
"('word.lower():zeeta', 'I-BRAND')",0.399276
"('-1:word.lower():felicia', 'I-BRAND')",0.399276
"('+1:word.lower():boutique', 'I-BRAND')",0.399276
"('word.lower():boutique', 'I-BRAND')",0.859343
"('-1:word.lower():zeeta', 'I-BRAND')",0.859343
"('-1:word.lower():boutique', 'B-TYPE')",0.493669
"('+1:word.lower():printed', 'B-TYPE')",0.493669
"('word.lower():printed', 'I-TYPE')",0.826457
"('-1:word.lower():printed', 'I-TYPE')",0.238985
"('+1:word.lower():ladies', 'B-BRAND')",0.479352
"('word.lower():ladies', 'B-GENDER')",3.364781
"('word.lower():kinesio', 'B-TYPE')",0.463808
"('+1:word.lower():tape', 'B-TYPE')",0.286095
"('+1:word.lower():tape', 'I-NAME')",0.592917
"('+1:word.lower():tape', 'B-MATERIAL')",0.632568
"('+1:word.lower():tape', 'I-AGE')",1.136927
"('word.lower():tape', 'O')",8e-06
"('word.lower():tape', 'I-TYPE')",0.657412
"('word.lower():tape', 'B-MATERIAL')",0.892428
"('word.lower():tape', 'I-MATERIAL')",0.767239
"('-1:word.lower():kinesio', 'I-TYPE')",0.640219
"('+1:word.lower():kinesiology', 'I-TYPE')",0.640219
"('word.lower():kinesiology', 'B-TYPE')",0.682942
"('word[-3:]:ogy', 'B-TYPE')",0.470923
"('-1:word.lower():tape', 'B-TYPE')",0.076707
"('-1:word.lower():tape', 'I-TYPE')",-0.039803
"('-1:word.lower():tape', 'B-SIZE')",0.073197
"('-1:word.lower():kinesiology', 'I-TYPE')",0.222352
"('+1:word.lower():theraphy', 'O')",0.116624
"('word.lower():theraphy', 'O')",0.110444
"('word[-3:]:phy', 'O')",0.110444
"('word.lower():jaxine', 'B-BRAND')",0.12611
"('+1:word.lower():sprei', 'B-BRAND')",0.510568
"('word.lower():160x200x20cm', 'B-DIMENSION')",0.17549
"('+1:word.lower():queen', 'B-DIMENSION')",0.174901
"('word.lower():queen', 'O')",0.689714
"('word.lower():queen', 'B-SIZE')",0.803815
"('-1:word.lower():160x200x20cm', 'O')",1.230648
"('word.lower():stnk', 'I-TYPE')",0.369194
"('word[-3:]:TNK', 'I-TYPE')",0.369194
"('-1:word.lower():stnk', 'O')",0.82644
"('word.lower():toyota', 'B-BRAND')",0.250458
"('word.lower():toyota', 'B-THEME')",1.688709
"('-1:word.lower():toyota', 'B-COLOR')",7e-06
"('word[-3:]:SPA', 'I-TYPE')",0.850227
"('word.lower():atman', 'B-BRAND')",0.197071
"('+1:word.lower():at-102', 'B-BRAND')",0.197071
"('word[-3:]:102', 'B-NAME')",0.428467
"('-1:word.lower():at-102', 'B-TYPE')",0.009301
"('+1:word.lower():celup', 'B-TYPE')",0.009301
"('word.lower():celup', 'I-TYPE')",0.390753
"('word[-3:]:lup', 'I-TYPE')",0.390753
"('-1:word.lower():celup', 'I-TYPE')",0.269053
"('+1:word.lower():kolam', 'O')",0.007558
"('+1:word.lower():kolam', 'I-TYPE')",0.004084
"('+1:word.lower():kolam', 'B-GENDER')",0.041109
"('word.lower():kolam', 'O')",0.447798
"('word.lower():kolam', 'I-TYPE')",0.453674
"('-1:word.lower():kolam', 'O')",0.58005
"('word.lower():[fvr', 'O')",0.298595
"('word[-3:]:FVR', 'O')",0.298595
"('+1:word.lower():02]', 'O')",0.298595
"('word.lower():02]', 'O')",0.213023
"('word[-3:]:02]', 'O')",0.213023
"('word[-2:]:2]', 'O')",0.213023
"('-1:word.lower():[fvr', 'O')",0.213023
"('+1:word.lower():[cargo]', 'O')",0.213023
"('word.lower():[cargo]', 'O')",0.098456
"('word[-3:]:GO]', 'O')",0.098456
"('word[-2:]:O]', 'O')",0.098456
"('-1:word.lower():02]', 'O')",0.098456
"('+1:word.lower():arrival', 'O')",0.138151
"('word.lower():arrival', 'O')",0.315086
"('word[-3:]:VAL', 'O')",0.315086
"('-1:word.lower():arrival', 'B-TYPE')",0.162507
"('+1:word.lower():capri', 'B-TYPE')",0.604674
"('word.lower():capri', 'I-TYPE')",0.324305
"('word[-3:]:PRI', 'I-TYPE')",0.324305
"('-1:word.lower():capri', 'I-TYPE')",0.900434
"('+1:word.lower():available', 'I-TYPE')",0.900434
"('word.lower():available', 'O')",0.710734
"('-1:word.lower():available', 'O')",0.084981
"('word.lower():(klik', 'O')",0.040159
"('word[-3:]:LIK', 'B-COLOR')",0.697076
"('-1:word.lower():colours!', 'O')",0.040159
"('+1:word.lower():informasi', 'O')",0.040159
"('word.lower():informasi', 'O')",0.027795
"('-1:word.lower():(klik', 'O')",0.027795
"('+1:word.lower():produk)', 'O')",0.027795
"('word.lower():produk)', 'O')",0.210928
"('word[-3:]:UK)', 'O')",0.210928
"('word[-2:]:K)', 'O')",0.210928
"('-1:word.lower():informasi', 'O')",0.210928
"('+1:word.lower():""', 'B-DIMENSION')",0.633645
"('word.lower():""', 'I-DIMENSION')",0.887729
"('word[-3:]:""', 'I-DIMENSION')",0.887729
"('word[-2:]:""', 'I-DIMENSION')",0.887729
"('-1:word.lower():""', 'O')",1.219256
"('word.lower():bombboogie', 'B-BRAND')",0.298164
"('+1:word.lower():west', 'B-BRAND')",0.298164
"('word.lower():west', 'B-NAME')",0.498144
"('-1:word.lower():bombboogie', 'B-NAME')",0.498144
"('+1:word.lower():coast', 'B-NAME')",0.498144
"('word.lower():coast', 'I-NAME')",0.532189
"('word[-3:]:ast', 'B-TYPE')",0.438647
"('word[-3:]:ast', 'I-NAME')",0.246179
"('-1:word.lower():west', 'I-NAME')",0.532189
"('-1:word.lower():coast', 'B-TYPE')",1.135824
"('+1:word.lower():hat', 'B-TYPE')",0.181341
"('+1:word.lower():hat', 'I-TYPE')",0.340244
"('word.lower():hat', 'I-TYPE')",1.147611
"('word[-3:]:Hat', 'I-TYPE')",1.147611
"('+1:word.lower():tactical', 'B-TYPE')",0.166439
"('word.lower():tactical', 'B-BRAND')",0.955212
"('+1:word.lower():511', 'B-BRAND')",0.955212
"('word.lower():511', 'I-BRAND')",1.024937
"('word[-3:]:511', 'I-BRAND')",1.024937
"('-1:word.lower():tactical', 'I-BRAND')",1.024937
"('+1:word.lower():emerson', 'I-BRAND')",1.024937
"('word.lower():emerson', 'O')",0.620925
"('-1:word.lower():511', 'O')",0.620925
"('+1:word.lower():goggle', 'B-TYPE')",0.951041
"('word.lower():goggle', 'B-TYPE')",1.121556
"('+1:word.lower():osbe', 'B-TYPE')",1.121556
"('word.lower():osbe', 'B-BRAND')",0.695892
"('word[-3:]:SBE', 'B-BRAND')",0.695892
"('word[-2:]:BE', 'B-BRAND')",0.695892
"('-1:word.lower():goggle', 'B-BRAND')",0.695892
"('+1:word.lower():alien', 'B-BRAND')",0.694126
"('word.lower():alien', 'B-THEME')",1.210697
"('word[-3:]:ien', 'B-THEME')",1.210697
"('-1:word.lower():osbe', 'B-THEME')",1.05385
"('word[-3:]:ask', 'B-TYPE')",0.048744
"('word[-3:]:ask', 'I-NAME')",0.288098
"('-1:word.lower():alien', 'B-TYPE')",0.447722
"('+1:word.lower():modular', 'B-TYPE')",0.548972
"('word.lower():modular', 'I-TYPE')",0.579946
"('-1:word.lower():modular', 'B-COLOR')",0.911293
"('word[-3:]:TOP', 'I-TYPE')",0.4407
"('word[-3:]:IUM', 'B-SIZE')",1.002442
"('word[-3:]:IUM', 'B-MATERIAL')",1.267188
"('+1:word.lower():moused', 'O')",0.576012
"('word.lower():moused', 'O')",0.548136
"('word[-3:]:SED', 'O')",0.393904
"('word[-3:]:SED', 'B-MATERIAL')",1.269294
"('-1:word.lower():anjing', 'I-TYPE')",0.745534
"('word.lower():kandungan', 'O')",0.191657
"('+1:word.lower():tea', 'B-TYPE')",0.154755
"('word.lower():tea', 'I-TYPE')",0.429163
"('word.lower():tea', 'B-MATERIAL')",0.689201
"('word[-3:]:Tea', 'B-MATERIAL')",0.735431
"('-1:word.lower():kandungan', 'B-MATERIAL')",0.735431
"('+1:word.lower():tree', 'B-MATERIAL')",0.735431
"('word.lower():tree', 'I-MATERIAL')",0.979245
"('-1:word.lower():tea', 'I-MATERIAL')",0.990549
"('-1:word.lower():tree', 'B-BRAND')",1.335205
"('+1:word.lower():medal', 'B-BRAND')",1.335205
"('word.lower():medal', 'I-BRAND')",1.629171
"('word.lower():diseduh', 'O')",0.409614
"('+1:word.lower():sendiri', 'O')",0.409614
"('word.lower():sendiri', 'O')",0.199883
"('-1:word.lower():diseduh', 'O')",0.199883
"('-1:word.lower():sendiri', 'B-THEME')",1.211961
"('word.lower():g-shock', 'B-BRAND')",0.679518
"('-1:word.lower():g-shock', 'I-BRAND')",0.984033
"('+1:word.lower():ga-100-1a1', 'I-BRAND')",0.984033
"('+1:word.lower():resin', 'B-BRAND')",0.659987
"('+1:word.lower():resin', 'B-COLOR')",0.012491
"('word.lower():resin', 'B-TYPE')",0.496965
"('word.lower():resin', 'O')",0.796707
"('word.lower():toner', 'B-TYPE')",0.322322
"('word[-3:]:Hp', 'B-BRAND')",0.481902
"('word[-2:]:Hp', 'B-BRAND')",0.481902
"('-1:word.lower():toner', 'B-BRAND')",0.35729
"('+1:word.lower():85a', 'B-BRAND')",0.35729
"('word.lower():85a', 'B-NAME')",0.525379
"('word[-3:]:85a', 'B-NAME')",0.525379
"('word[-2:]:5a', 'B-NAME')",0.525379
"('word.lower():roses', 'B-NAME')",0.698743
"('+1:word.lower():midi', 'B-NAME')",0.698743
"('word.lower():midi', 'I-NAME')",0.663316
"('-1:word.lower():roses', 'I-NAME')",0.663316
"('+1:word.lower():orane', 'I-NAME')",0.663316
"('word.lower():orane', 'B-COLOR')",1.144808
"('-1:word.lower():midi', 'B-COLOR')",1.144808
"('word.lower():shuttlecock', 'B-TYPE')",0.28007
"('+1:word.lower():suitable', 'B-TYPE')",0.28007
"('word.lower():suitable', 'O')",1.139843
"('-1:word.lower():shuttlecock', 'O')",1.139843
"('word.lower():amateur', 'O')",0.157631
"('word[-3:]:eur', 'O')",0.157631
"('+1:word.lower():senior/superior', 'O')",0.157631
"('word.lower():senior/superior', 'O')",0.452868
"('-1:word.lower():amateur', 'O')",0.452868
"('-1:word.lower():senior/superior', 'O')",0.79306
"('+1:word.lower():training', 'O')",0.442676
"('word.lower():training', 'O')",0.552935
"('+1:word.lower():modem', 'I-NAME')",0.509508
"('word.lower():modem', 'B-TYPE')",0.967936
"('word.lower():modem', 'I-TYPE')",0.864609
"('-1:word.lower():modem', 'B-BRAND')",0.266004
"('-1:word.lower():modem', 'B-NAME')",0.458722
"('-1:word.lower():modem', 'I-TYPE')",1.005769
"('word.lower():tns', 'B-BRAND')",0.154664
"('word[-3:]:TNS', 'B-BRAND')",0.154664
"('word.lower():cardigan', 'B-TYPE')",1.72273
"('word.lower():cardigan', 'I-TYPE')",0.30502
"('-1:word.lower():cardigan', 'B-TYPE')",0.17772
"('-1:word.lower():cardigan', 'O')",0.040995
"('-1:word.lower():cardigan', 'I-TYPE')",-0.064781
"('word.lower():lesehan', 'I-TYPE')",0.30239
"('-1:word.lower():lesehan', 'I-TYPE')",0.19162
"('+1:word.lower():senden', 'I-TYPE')",0.19162
"('word.lower():senden', 'B-BRAND')",0.52468
"('-1:word.lower():senden', 'O')",0.172507
"('+1:word.lower():bisa', 'O')",0.172507
"('word[-3:]:isa', 'B-NAME')",1.095263
"('word.lower():dibawa', 'O')",0.005453
"('+1:word.lower():kemanapun', 'O')",0.005453
"('word.lower():kemanapun', 'O')",0.275268
"('word[-3:]:pun', 'O')",0.275268
"('-1:word.lower():dibawa', 'O')",0.275268
"('-1:word.lower():alis', 'B-NAME')",0.785445
"('+1:word.lower():rautan', 'O')",0.915398
"('word.lower():rautan', 'B-TYPE')",1.634434
"('word[-3:]:TAN', 'I-TYPE')",0.638406
"('word[-3:]:TAN', 'I-NAME')",0.352376
"('+1:word.lower():sewing', 'B-TYPE')",1.073209
"('+1:word.lower():sewing', 'B-SIZE')",0.835938
"('word.lower():sewing', 'I-TYPE')",0.101516
"('+1:word.lower():machine', 'B-TYPE')",0.545307
"('+1:word.lower():machine', 'I-TYPE')",0.000165
"('word.lower():machine', 'I-TYPE')",2.100967
"('-1:word.lower():sewing', 'I-TYPE')",0.82822
"('+1:word.lower():(2', 'I-TYPE')",0.135129
"('word.lower():(2', 'O')",0.298727
"('word[-3:]:(2', 'O')",0.298727
"('word[-2:]:(2', 'O')",0.298727
"('-1:word.lower():machine', 'O')",1.807714
"('+1:word.lower():benang', 'O')",0.298727
"('word.lower():benang', 'O')",0.204802
"('-1:word.lower():(2', 'O')",0.204802
"('word[-3:]:al)', 'O')",1.460773
"('word[-2:]:l)', 'O')",1.460773
"('+1:word.lower():blus', 'O')",0.724547
"('word.lower():blus', 'B-TYPE')",1.584063
"('-1:word.lower():blus', 'B-TYPE')",1.020152
"('word[-3:]:abu', 'B-COLOR')",1.653044
"('+1:word.lower():bsm040', 'B-COLOR')",0.65352
"('word.lower():bsm040', 'O')",0.701091
"('word[-3:]:040', 'O')",0.701091
"('+1:word.lower():zipper', 'O')",0.648135
"('+1:word.lower():zipper', 'I-TYPE')",0.024783
"('word.lower():zipper', 'O')",1.612296
"('+1:word.lower():biscuit', 'B-BRAND')",0.451198
"('word.lower():biscuit', 'B-TYPE')",0.009793
"('+1:word.lower():maker', 'B-TYPE')",0.31291
"('word.lower():maker', 'I-TYPE')",1.885629
"('word.lower():ox-322', 'B-NAME')",0.788426
"('word[-3:]:322', 'B-NAME')",0.788426
"('-1:word.lower():maker', 'B-NAME')",0.469338
"('-1:word.lower():maker', 'I-TYPE')",-0.082588
"('-1:word.lower():maker', 'B-SHAPE')",1.636062
"('word.lower():barbel', 'B-TYPE')",0.731675
"('+1:word.lower():dumbell', 'B-TYPE')",0.731675
"('word.lower():dumbell', 'B-TYPE')",0.922185
"('-1:word.lower():barbel', 'B-TYPE')",0.922185
"('+1:word.lower():dumble', 'B-TYPE')",0.922185
"('word.lower():dumble', 'B-TYPE')",0.868324
"('-1:word.lower():dumbell', 'B-TYPE')",0.868324
"('-1:word.lower():dumble', 'I-TYPE')",0.308159
"('+1:word.lower():stamina', 'I-TYPE')",0.308159
"('word.lower():stamina', 'B-BRAND')",0.881225
"('+1:word.lower():20kg', 'B-BRAND')",0.881225
"('word.lower():20kg', 'B-MASS')",0.968809
"('-1:word.lower():stamina', 'B-MASS')",0.968809
"('word[-3:]:RON', 'B-MATERIAL')",1.360166
"('-1:word.lower():20kg', 'B-MATERIAL')",1.360166
"('word[-3:]:elm', 'B-TYPE')",0.501912
"('word[-3:]:elm', 'I-TYPE')",0.461065
"('+1:word.lower():retro', 'B-TYPE')",0.550482
"('word.lower():retro', 'B-THEME')",1.002178
"('+1:word.lower():jadul', 'I-TYPE')",0.841266
"('word.lower():jadul', 'I-TYPE')",0.943868
"('word[-3:]:dul', 'B-TYPE')",0.205907
"('word[-3:]:dul', 'I-TYPE')",0.894849
"('-1:word.lower():retro', 'B-BRAND')",0.97334
"('-1:word.lower():retro', 'I-TYPE')",0.736715
"('+1:word.lower():cokelat', 'B-TYPE')",0.671402
"('+1:word.lower():cokelat', 'I-NAME')",0.535496
"('word.lower():cokelat', 'B-COLOR')",1.821452
"('+1:word.lower():(vespa,cb,ulung)', 'B-COLOR')",0.688927
"('word.lower():(vespa,cb,ulung)', 'O')",0.49416
"('word[-3:]:ng)', 'O')",0.49416
"('word[-2:]:g)', 'O')",0.49416
"('-1:word.lower():cokelat', 'O')",0.49416
"('word.lower():ligth', 'O')",0.1241
"('word[-3:]:gth', 'O')",0.1241
"('+1:word.lower():(lengkap)', 'O')",0.1241
"('word.lower():(lengkap)', 'O')",0.205048
"('word[-3:]:ap)', 'O')",0.205048
"('word[-2:]:p)', 'O')",0.205048
"('-1:word.lower():ligth', 'O')",0.205048
"('word.lower():frame', 'B-TYPE')",0.118135
"('word[-3:]:ame', 'B-TYPE')",1.317674
"('+1:word.lower():plat', 'B-TYPE')",0.72196
"('word.lower():plat', 'O')",0.457856
"('word.lower():plat', 'I-TYPE')",0.588211
"('-1:word.lower():frame', 'I-TYPE')",1.018512
"('+1:word.lower():bmw', 'I-TYPE')",0.098967
"('word.lower():bmw', 'B-BRAND')",0.968861
"('word[-3:]:Bmw', 'B-BRAND')",0.968861
"('word[-2:]:mw', 'B-BRAND')",0.968861
"('-1:word.lower():plat', 'B-BRAND')",0.821647
"('word.lower():bomber', 'I-TYPE')",0.81584
"('-1:word.lower():bomber', 'O')",0.479033
"('+1:word.lower():trendy', 'O')",0.461754
"('+1:word.lower():trendy', 'B-GENDER')",1.027071
"('word.lower():trendy', 'O')",1.527811
"('+1:word.lower():modis', 'O')",0.185376
"('word.lower():modis', 'O')",0.08632
"('word[-3:]:dis', 'O')",0.08632
"('-1:word.lower():trendy', 'O')",0.08632
"('+1:word.lower():distro', 'O')",0.073458
"('word.lower():distro', 'B-TYPE')",0.017138
"('word.lower():distro', 'O')",0.357084
"('word.lower():distro', 'I-TYPE')",0.141387
"('-1:word.lower():modis', 'O')",0.47435
"('-1:word.lower():distro', 'O')",0.019458
"('-1:word.lower():distro', 'B-THEME')",1.08829
"('word.lower():kuliah', 'O')",0.525057
"('-1:word.lower():kuliah', 'O')",0.633108
"('word.lower():rc110', 'O')",0.499085
"('word.lower():fcb', 'B-THEME')",1.344365
"('word[-3:]:FCB', 'B-THEME')",1.344365
"('word[-2:]:CB', 'B-THEME')",1.340076
"('word[-3:]:ORE', 'O')",0.608997
"('-1:word.lower():fcb', 'O')",0.759392
"('word[-3:]:YPE', 'O')",0.249977
"('+1:word.lower():tee', 'O')",0.249977
"('word.lower():tee', 'B-TYPE')",1.655929
"('word[-3:]:TEE', 'B-TYPE')",1.655929
"('+1:word.lower():canon', 'I-TYPE')",0.397375
"('word.lower():business', 'B-THEME')",1.370011
"('-1:word.lower():business', 'B-TYPE')",1.110871
"('+1:word.lower():wristwatches', 'B-TYPE')",1.110871
"('word.lower():wristwatches', 'I-TYPE')",0.543222
"('-1:word.lower():wristwatches', 'B-TYPE')",1.067729
"('word.lower():pochapocha', 'O')",0.662661
"('word[-3:]:cha', 'O')",0.25831
"('word.lower():marie', 'O')",0.96673
"('word[-3:]:rie', 'B-TYPE')",0.16426
"('word[-3:]:rie', 'B-BRAND')",-0.002617
"('word[-3:]:rie', 'O')",0.176854
"('-1:word.lower():marie', 'O')",0.552937
"('-1:word.lower():marie', 'I-BRAND')",0.202953
"('+1:word.lower():sling', 'O')",1.147535
"('+1:word.lower():sling', 'B-SHAPE')",0.930361
"('+1:word.lower():a7000', 'B-NAME')",1.471638
"('word.lower():a7000', 'I-NAME')",1.495306
"('+1:word.lower():c', 'O')",0.626184
"('word.lower():c', 'O')",0.491888
"('word.lower():c', 'I-NAME')",0.12535
"('word[-3:]:C', 'O')",0.491888
"('word[-3:]:C', 'I-NAME')",0.12535
"('word[-2:]:C', 'O')",0.491888
"('word[-2:]:C', 'I-NAME')",0.12535
"('+1:word.lower():olay', 'O')",0.793878
"('word.lower():olay', 'B-BRAND')",0.457078
"('word[-3:]:LAY', 'B-BRAND')",0.457078
"('-1:word.lower():c', 'B-BRAND')",0.324329
"('-1:word.lower():olay', 'B-NAME')",0.62124
"('+1:word.lower():radiance', 'B-NAME')",0.62124
"('word.lower():radiance', 'I-NAME')",0.650495
"('+1:word.lower():(cleanser+brightening', 'I-NAME')",0.650495
"('word.lower():(cleanser+brightening', 'O')",0.753281
"('-1:word.lower():radiance', 'O')",0.753281
"('-1:word.lower():(cleanser+brightening', 'O')",0.469595
"('+1:word.lower():50g', 'O')",0.90969
"('word.lower():50g', 'B-MASS')",0.240131
"('word[-3:]:50g', 'B-MASS')",0.240131
"('+1:word.lower():+serum', 'B-MASS')",0.240131
"('word.lower():+serum', 'O')",0.681523
"('-1:word.lower():50g', 'O')",0.681523
"('-1:word.lower():+serum', 'O')",0.636214
"('+1:word.lower():serum)khusus', 'O')",0.636214
"('word.lower():serum)khusus', 'O')",0.281286
"('+1:word.lower():luar', 'B-BRAND')",0.663265
"('+1:word.lower():luar', 'O')",0.019326
"('word.lower():luar', 'O')",0.182783
"('word.lower():luar', 'B-THEME')",0.509332
"('word[-3:]:UAR', 'O')",0.268378
"('-1:word.lower():serum)khusus', 'O')",0.268378
"('+1:word.lower():jadetabek', 'O')",0.268378
"('word.lower():jadetabek', 'O')",0.286121
"('word[-3:]:BEK', 'O')",0.286121
"('-1:word.lower():luar', 'O')",0.252491
"('-1:word.lower():luar', 'I-THEME')",0.759774
"('+1:word.lower():eos', 'O')",1.329197
"('word.lower():eos', 'B-NAME')",0.624417
"('word[-3:]:EOS', 'B-NAME')",0.624417
"('+1:word.lower():1200d', 'B-NAME')",0.211391
"('word.lower():1200d', 'I-NAME')",0.26835
"('word[-3:]:00D', 'I-NAME')",0.26835
"('-1:word.lower():eos', 'I-NAME')",0.920865
"('+1:word.lower():18mp', 'I-NAME')",0.26835
"('word.lower():18mp', 'B-CAMERA')",0.495631
"('-1:word.lower():1200d', 'B-CAMERA')",0.495631
"('word.lower():dunia', 'I-TYPE')",0.58839
"('+1:word.lower():waktu', 'I-TYPE')",0.58839
"('word.lower():waktu', 'I-TYPE')",0.174479
"('word[-3:]:ktu', 'I-TYPE')",0.174479
"('-1:word.lower():dunia', 'I-TYPE')",0.174479
"('+1:word.lower():dst', 'I-TYPE')",0.174479
"('word.lower():dst', 'I-TYPE')",0.447896
"('word[-3:]:DST', 'I-TYPE')",0.447896
"('-1:word.lower():waktu', 'I-TYPE')",0.447896
"('+1:word.lower():kompas', 'I-TYPE')",0.447896
"('word.lower():kompas', 'I-TYPE')",0.625492
"('-1:word.lower():dst', 'I-TYPE')",0.625492
"('word.lower():alarm', 'I-TYPE')",0.289913
"('word[-3:]:arm', 'I-TYPE')",0.22645
"('word[-3:]:arm', 'B-COLOR')",0.940748
"('-1:word.lower():alarm', 'I-TYPE')",1.161475
"('+1:word.lower():relogio', 'I-TYPE')",0.469122
"('word.lower():relogio', 'B-NAME')",0.554798
"('word[-3:]:gio', 'B-BRAND')",0.104657
"('word[-3:]:gio', 'B-NAME')",0.540303
"('+1:word.lower():masculino', 'B-NAME')",0.554798
"('word.lower():masculino', 'I-NAME')",0.572868
"('word[-3:]:ino', 'B-TYPE')",0.79943
"('word[-3:]:ino', 'B-NAME')",0.243012
"('word[-3:]:ino', 'I-NAME')",0.869733
"('-1:word.lower():relogio', 'I-NAME')",0.572868
"('-1:word.lower():masculino', 'B-TYPE')",0.917268
"('+1:word.lower():uniform', 'B-COLOR')",0.330165
"('word.lower():uniform', 'B-TYPE')",1.70143
"('-1:word.lower():secure', 'B-TYPE')",0.304935
"('-1:word.lower():secure', 'O')",0.217746
"('word.lower():ramadhan]', 'O')",0.218048
"('word[-3:]:an]', 'O')",0.218048
"('word[-2:]:n]', 'O')",0.85219
"('-1:word.lower():[promo', 'O')",0.218048
"('-1:word.lower():ramadhan]', 'B-TYPE')",0.07613
"('word.lower():armada', 'B-BRAND')",0.208316
"('+1:word.lower():6000mah', 'B-BRAND')",0.208316
"('+1:word.lower():mega', 'O')",0.21961
"('word.lower():mega', 'B-BRAND')",0.805596
"('word.lower():duos', 'I-NAME')",0.032098
"('word[-3:]:uos', 'B-NAME')",0.686689
"('word[-3:]:uos', 'I-NAME')",0.012082
"('-1:word.lower():mega', 'I-BRAND')",1.232814
"('-1:word.lower():duos', 'B-DIMENSION')",0.988217
"('word.lower():blazer', 'B-TYPE')",1.17317
"('-1:word.lower():blazer', 'B-BRAND')",1.438097
"('-1:word.lower():blazer', 'O')",0.006761
"('word[-3:]:gus', 'B-BRAND')",0.214209
"('word.lower():[new', 'O')",0.110846
"('-1:word.lower():[new', 'O')",0.022553
"('word[-3:]:Bio', 'B-BRAND')",0.150107
"('word[-3:]:Bio', 'O')",0.642105
"('word.lower():septictank', 'B-TYPE')",0.881282
"('+1:word.lower():kapasitas', 'B-TYPE')",0.858804
"('+1:word.lower():kapasitas', 'O')",0.419835
"('word.lower():kapasitas', 'O')",0.878597
"('-1:word.lower():septictank', 'O')",0.37114
"('+1:word.lower():1000liter', 'O')",0.37114
"('word.lower():1000liter', 'B-DIMENSION')",1.482529
"('-1:word.lower():kapasitas', 'B-CAPACITY')",0.230645
